champion_i,champion_j,games_ij
Smolder,Aurelion Sol,460.0
Smolder,LeBlanc,438.0
Smolder,Ryze,431.0
Smolder,Diana,370.0
Smolder,Orianna,363.0
Smolder,Ekko,360.0
Smolder,Vladimir,339.0
Smolder,Aurora,339.0
Smolder,Anivia,326.0
Smolder,Lissandra,326.0
Smolder,Irelia,325.0
Smolder,Naafiri,316.0
Smolder,Hwei,312.0
Smolder,Vex,289.0
Smolder,Zoe,283.0
Smolder,Akshan,278.0
Smolder,Annie,226.0
Smolder,Qiyana,218.0
Smolder,Azir,208.0
Smolder,Taliyah,167.0
Smolder,Talon,158.0
Smolder,Sion,146.0
Smolder,Vel'Koz,135.0
Smolder,Brand,132.0
Smolder,Ziggs,116.0
Smolder,Cassiopeia,112.0
Smolder,Malphite,106.0
Smolder,Swain,100.0
Smolder,Cho'Gath,88.0
Smolder,Nasus,84.0
Smolder,Kog'Maw,75.0
Smolder,Kayle,71.0
Smolder,Morgana,71.0
Smolder,Jayce,68.0
Smolder,Pantheon,62.0
Azir,Ahri,3138.0
Azir,Yasuo,2215.0
Azir,Viktor,1580.0
Azir,Yone,1435.0
Azir,Malzahar,1362.0
Azir,Xerath,1353.0
Azir,Sylas,1277.0
Azir,Akali,1274.0
Azir,Zed,1273.0
Azir,Katarina,1223.0
Azir,Mel,1175.0
Azir,Orianna,1160.0
Azir,Veigar,1037.0
Azir,Twisted Fate,972.0
Azir,Syndra,954.0
Azir,LeBlanc,943.0
Azir,Lux,887.0
Azir,Ryze,863.0
Azir,Fizz,788.0
Azir,Diana,769.0
Azir,Aurelion Sol,723.0
Azir,Hwei,696.0
Azir,Aurora,693.0
Azir,Anivia,660.0
Azir,Galio,613.0
Azir,Zoe,613.0
Azir,Ekko,590.0
Azir,Vladimir,526.0
Azir,Irelia,509.0
Azir,Akshan,497.0
Azir,Vex,497.0
Azir,Naafiri,496.0
Azir,Kassadin,492.0
Azir,Lissandra,486.0
Azir,Taliyah,442.0
Azir,Annie,388.0
Azir,Qiyana,366.0
Azir,Talon,342.0
Azir,Vel'Koz,244.0
Azir,Swain,224.0
Azir,Cassiopeia,211.0
Azir,Smolder,208.0
Azir,Brand,202.0
Azir,Ziggs,185.0
Azir,Sion,174.0
Azir,Kog'Maw,133.0
Azir,Morgana,113.0
Azir,Cho'Gath,113.0
Azir,Malphite,113.0
Azir,Kayle,105.0
Azir,Jayce,105.0
Azir,Pantheon,102.0
Azir,Nasus,90.0
