champion_i,champion_j,raw_winrate,shrinked_winrate,games,wins,shrinkage_amount,absolute_shrinkage
Orianna,Vex,0.4957000000000001,0.4960694040498297,1057.0,523.9549000000001,0.0003694040498296025,0.0003694040498296025
Fizz,Viktor,0.5091,0.5087312729234961,2375.0,1209.1125,-0.00036872707650392744,0.00036872707650392744
Ahri,Irelia,0.5084000000000001,0.5080322132194033,2191.0,1113.9044000000001,-0.0003677867805967905,0.0003677867805967905
Xerath,Aurora,0.5065,0.5061333710593555,1680.0,850.92,-0.0003666289406444312,0.0003666289406444312
Viktor,Fizz,0.4909,0.49126662645884966,2375.0,1165.8875,0.0003666264588496615,0.0003666264588496615
Brand,Veigar,0.5021,0.5017334491131946,480.0,241.00799999999998,-0.0003665508868053724,0.0003665508868053724
Aurora,Yasuo,0.5085000000000001,0.5081340774616536,2230.0,1133.9550000000002,-0.0003659225383464415,0.0003659225383464415
Irelia,Ahri,0.4915999999999999,0.4919655174533622,2191.0,1077.0955999999999,0.00036551745336227404,0.00036551745336227404
Lissandra,Sylas,0.5114,0.5110350688232682,3031.0,1550.0533999999998,-0.0003649311767317531,0.0003649311767317531
Sylas,Diana,0.5089,0.508536267516566,2354.0,1197.9506000000001,-0.00036373248343402054,0.00036373248343402054
Yasuo,Aurora,0.49150000000000005,0.49186369119555917,2230.0,1096.045,0.00036369119555912377,0.00036369119555912377
Viktor,Akshan,0.5059,0.505536442015738,1530.0,774.027,-0.0003635579842620196,0.0003635579842620196
Sylas,Lissandra,0.4886,0.48896327067571155,3031.0,1480.9466,0.0003632706757115689,0.0003632706757115689
Akali,Fizz,0.5095000000000001,0.5091375192106746,2528.0,1288.016,-0.0003624807893254367,0.0003624807893254367
Diana,Sylas,0.4910999999999999,0.49146161388983406,2354.0,1156.0493999999999,0.00036161388983413367,0.00036161388983413367
Fizz,Akali,0.4905,0.4908605024679044,2528.0,1239.984,0.0003605024679044222,0.0003605024679044222
Akshan,Viktor,0.4941,0.494460368396106,1530.0,755.973,0.00036036839610603666,0.00036036839610603666
Mel,Azir,0.5046,0.50424000037794,1185.0,597.951,-0.00035999962206001435,0.00035999962206001435
Aurora,Galio,0.5042,0.5038421680657518,1081.0,545.0402,-0.00035783193424820947,0.00035783193424820947
Veigar,Brand,0.49790000000000006,0.4982575870442292,480.0,238.99200000000002,0.0003575870442291129,0.0003575870442291129
Vel'Koz,Viktor,0.5036999999999999,0.5033434454408161,945.0,475.9964999999999,-0.0003565545591838193,0.0003565545591838193
Azir,Mel,0.4954,0.49575595368533293,1185.0,587.049,0.0003559536853329215,0.0003559536853329215
Galio,Aurora,0.49579999999999996,0.49615342970842746,1081.0,535.9598,0.00035342970842749954,0.00035342970842749954
Viktor,Vel'Koz,0.4963,0.496651579412108,945.0,469.00350000000003,0.00035157941210800514,0.00035157941210800514
Yone,Zed,0.4900999999999999,0.4904429664764337,2779.0,1361.9878999999999,0.0003429664764337814,0.0003429664764337814
Qiyana,Aurelion Sol,0.502,0.5016600679289478,496.0,248.992,-0.0003399320710522069,0.0003399320710522069
Viktor,Syndra,0.513,0.5126621889226278,3756.0,1926.828,-0.0003378110773721854,0.0003378110773721854
Taliyah,Akali,0.5024000000000001,0.5020625876017426,619.0,310.98560000000003,-0.00033741239825746394,0.00033741239825746394
Fizz,Yasuo,0.5122,0.5118626381031051,3524.0,1804.9928,-0.0003373618968949277,0.0003373618968949277
Syndra,Viktor,0.48700000000000004,0.487336462781549,3756.0,1829.1720000000003,0.000336462781548974,0.000336462781548974
Yasuo,Fizz,0.4878,0.48813592728632804,3524.0,1719.0072,0.0003359272863280305,0.0003359272863280305
Ekko,Vex,0.5033,0.5029660647446315,896.0,450.9568,-0.00033393525536851154,0.00033393525536851154
Hwei,Kassadin,0.5024000000000001,0.5020663005304717,627.0,315.00480000000005,-0.00033369946952832574,0.00033369946952832574
Lux,Viktor,0.5092,0.5088670517811811,2671.0,1360.0732,-0.000332948218818907,0.000332948218818907
Aurelion Sol,Qiyana,0.498,0.49833120886854515,496.0,247.008,0.00033120886854515197,0.00033120886854515197
Yasuo,Twisted Fate,0.5081,0.5077688673535667,2354.0,1196.0674,-0.000331132646433252,0.000331132646433252
Viktor,Lux,0.49079999999999996,0.49113107199049183,2671.0,1310.9268,0.0003310719904918713,0.0003310719904918713
Akali,Taliyah,0.49759999999999993,0.497930181482132,619.0,308.01439999999997,0.00033018148213204146,0.00033018148213204146
Anivia,Talon,0.5024000000000001,0.5020699326335415,635.0,319.02400000000006,-0.00033006736645857515,0.00033006736645857515
Twisted Fate,Yasuo,0.49190000000000006,0.4922290140528333,2354.0,1157.9326,0.00032901405283325413,0.00032901405283325413
Vex,Ekko,0.49670000000000003,0.4970287153470411,896.0,445.0432,0.000328715347041042,0.000328715347041042
Kassadin,Hwei,0.49760000000000004,0.49792654812331905,627.0,311.9952,0.00032654812331900374,0.00032654812331900374
LeBlanc,Galio,0.5057,0.5053737324704575,1655.0,836.9335000000001,-0.00032626752954256766,0.00032626752954256766
Galio,LeBlanc,0.4943,0.4946233051200301,1655.0,818.0665,0.00032330512003009293,0.00032330512003009293
Talon,Anivia,0.4976,0.4979229938580312,635.0,315.976,0.0003229938580311953,0.0003229938580311953
Viktor,Sylas,0.5129,0.5125777363464605,3911.0,2005.9519,-0.0003222636535394896,0.0003222636535394896
Sylas,Viktor,0.48710000000000003,0.4874209674608958,3911.0,1905.0481000000002,0.00032096746089577133,0.00032096746089577133
Zed,Yone,0.5092,0.5088795416761559,2779.0,1415.0668,-0.0003204583238440861,0.0003204583238440861
Ekko,Yone,0.5043,0.5039844642491997,1271.0,640.9653,-0.0003155357508002332,0.0003155357508002332
Yone,Ekko,0.49570000000000003,0.4960117436073325,1271.0,630.0347,0.00031174360733249307,0.00031174360733249307
Sylas,Zed,0.5134000000000001,0.5130892850001513,4221.0,2167.0614000000005,-0.0003107149998488046,0.0003107149998488046
Zed,Sylas,0.4866,0.48690951179950315,4221.0,2053.9386,0.0003095117995031704,0.0003095117995031704
Naafiri,Qiyana,0.5014,0.50109067350467,361.0,181.00539999999998,-0.0003093264953299979,0.0003093264953299979
Yone,Swain,0.5019,0.5015913469321361,524.0,262.9956,-0.00030865306786387325,0.00030865306786387325
Swain,Yone,0.49810000000000004,0.4984003212911105,524.0,261.00440000000003,0.00030032129111046135,0.00030032129111046135
Zoe,Aurelion Sol,0.5025999999999999,0.5023002288649006,776.0,390.01759999999996,-0.00029977113509938036,0.00029977113509938036
Hwei,Twisted Fate,0.5038,0.5035008604266247,1179.0,593.9802000000001,-0.000299139573375351,0.000299139573375351
Ahri,Brand,0.5038,0.5035017930519508,1183.0,595.9954,-0.0002982069480492733,0.0002982069480492733
Qiyana,Naafiri,0.4986,0.4988980487758198,361.0,179.9946,0.0002980487758197925,0.0002980487758197925
Cassiopeia,Viktor,0.5025999999999999,0.5023029417258517,784.0,394.03839999999997,-0.00029705827414827635,0.00029705827414827635
Vladimir,Kassadin,0.5025999999999999,0.5023029417258517,784.0,394.03839999999997,-0.00029705827414827635,0.00029705827414827635
Twisted Fate,Hwei,0.4961999999999999,0.4964950746564916,1179.0,585.0197999999999,0.0002950746564917006,0.0002950746564917006
Brand,Ahri,0.4962,0.496494154704328,1183.0,587.0046,0.00029415470432803126,0.00029415470432803126
Aurelion Sol,Zoe,0.49739999999999995,0.4976938361708366,776.0,385.9824,0.0002938361708366699,0.0002938361708366699
Fizz,Veigar,0.5075,0.5072072736233577,2471.0,1254.0324999999998,-0.00029272637664223833,0.00029272637664223833
Kassadin,Vladimir,0.49740000000000006,0.4976911770199694,784.0,389.96160000000003,0.0002911770199693353,0.0002911770199693353
Viktor,Cassiopeia,0.49740000000000006,0.4976911770199694,784.0,389.96160000000003,0.0002911770199693353,0.0002911770199693353
Veigar,Fizz,0.4925,0.4927907041951197,2471.0,1216.9675,0.00029070419511972867,0.00029070419511972867
Galio,Fizz,0.5065,0.5062107271656262,2156.0,1092.014,-0.00028927283437374385,0.00028927283437374385
Twisted Fate,Akshan,0.5028,0.5025113385961726,879.0,441.9612,-0.0002886614038274393,0.0002886614038274393
Fizz,Galio,0.49349999999999994,0.493786968300378,2156.0,1063.9859999999999,0.0002869683003780543,0.0002869683003780543
Zoe,Viktor,0.506,0.5057146782602524,2012.0,1018.072,-0.00028532173974760155,0.00028532173974760155
Akshan,Twisted Fate,0.4972,0.49748335085357803,879.0,437.0388,0.0002833508535780571,0.0002833508535780571
Aurelion Sol,Lux,0.5033,0.5030169365835344,1075.0,541.0475,-0.00028306341646555655,0.00028306341646555655
Viktor,Zoe,0.494,0.4942828600784342,2012.0,993.928,0.00028286007843419947,0.00028286007843419947
Malzahar,Hwei,0.5062,0.5059175138319658,2104.0,1065.0448,-0.00028248616803416837,0.00028248616803416837
Vladimir,Akshan,0.5022,0.5019178713379632,689.0,346.0158,-0.00028212866203680687,0.00028212866203680687
Malzahar,Ekko,0.5057,0.5054190385111152,1938.0,980.0466000000001,-0.00028096148888479,0.00028096148888479
Hwei,Malzahar,0.49380000000000007,0.494080127262093,2104.0,1038.9552,0.0002801272620929218,0.0002801272620929218
Lux,Aurelion Sol,0.4967,0.4969786387111939,1075.0,533.9525,0.0002786387111939348,0.0002786387111939348
Ekko,Malzahar,0.4943,0.49457841044438317,1938.0,957.9534,0.0002784104443831481,0.0002784104443831481
Akshan,Vladimir,0.49779999999999996,0.4980755392720569,689.0,342.9842,0.00027553927205692386,0.00027553927205692386
Twisted Fate,Aurora,0.504,0.5037255627032399,1367.0,688.968,-0.00027443729676013273,0.00027443729676013273
Ahri,Ekko,0.5074000000000001,0.5071268850627632,2619.0,1328.8806000000002,-0.00027311493723691793,0.00027311493723691793
Ekko,Ahri,0.49260000000000004,0.49287120282664687,2619.0,1290.1194,0.0002712028266468325,0.0002712028266468325
Aurora,Twisted Fate,0.49600000000000005,0.4962708933099202,1367.0,678.032,0.0002708933099201394,0.0002708933099201394
Irelia,Zed,0.5049,0.5046306727641623,1729.0,872.9721000000001,-0.0002693272358377241,0.0002693272358377241
Viktor,Qiyana,0.5032,0.5029309428570916,1099.0,553.0168,-0.0002690571429083688,0.0002690571429083688
Akali,Vladimir,0.5046,0.5043312030712684,1621.0,817.9566000000001,-0.0002687969287316072,0.0002687969287316072
Zed,Irelia,0.4951,0.49536648468324374,1729.0,856.0278999999999,0.00026648468324375063,0.00026648468324375063
Vladimir,Akali,0.4954,0.49566577599398776,1621.0,803.0434,0.0002657759939877491,0.0002657759939877491
Qiyana,Viktor,0.4968,0.49706472100554866,1099.0,545.9832,0.0002647210055486404,0.0002647210055486404
Twisted Fate,Sylas,0.4911999999999999,0.491462930921682,3237.0,1590.0143999999998,0.00026293092168205856,0.00026293092168205856
LeBlanc,Zoe,0.4959,0.49616148940029065,1458.0,723.0222,0.0002614894002906376,0.0002614894002906376
Sylas,Twisted Fate,0.5085000000000001,0.5082445011943821,3237.0,1646.0145000000002,-0.00025549880561792637,0.00025549880561792637
Anivia,LeBlanc,0.5033,0.5030464942726013,1212.0,609.9996,-0.00025350572739868404,0.00025350572739868404
Xerath,Sylas,0.5073,0.5070467682287082,2793.0,1416.8889,-0.0002532317712917731,0.0002532317712917731
Katarina,Zed,0.511,0.5107476888983189,4270.0,2181.9700000000003,-0.00025231110168111304,0.00025231110168111304
Sylas,Xerath,0.4927,0.49295143466493363,2793.0,1376.1111,0.000251434664933603,0.000251434664933603
Zed,Katarina,0.48899999999999993,0.4892511213925979,4270.0,2088.0299999999997,0.00025112139259797495,0.00025112139259797495
Diana,Viktor,0.5057,0.5054491898754503,2183.0,1103.9431000000002,-0.0002508101245497496,0.0002508101245497496
LeBlanc,Anivia,0.49670000000000003,0.4969495430530891,1212.0,602.0004,0.0002495430530890519,0.0002495430530890519
Viktor,Diana,0.4943,0.4945485328452269,2183.0,1079.0569,0.0002485328452268565,0.0002485328452268565
Ahri,Syndra,0.5131,0.5128516837846487,5186.0,2660.9366,-0.000248316215351263,0.000248316215351263
Fizz,Twisted Fate,0.5047,0.5044521764476418,1807.0,911.9929000000001,-0.0002478235523581951,0.0002478235523581951
Syndra,Ahri,0.4869,0.4871473326684928,5186.0,2525.0634,0.00024733266849280566,0.00024733266849280566
Yasuo,Diana,0.5059,0.5056538016143136,2307.0,1167.1113,-0.0002461983856864025,0.0002461983856864025
Qiyana,Ahri,0.5047,0.5044544937587807,1825.0,921.0775000000001,-0.00024550624121932874,0.00024550624121932874
Twisted Fate,Fizz,0.4953,0.4955450972656806,1807.0,895.0071,0.00024509726568056056,0.00024509726568056056
Diana,Yasuo,0.4941,0.4943440384236198,2307.0,1139.8887,0.00024403842361980788,0.00024403842361980788
Mel,Ahri,0.521,0.5207562486071937,8526.0,4442.046,-0.00024375139280630176,0.00024375139280630176
Mel,Aurora,0.5044,0.5041566797612165,1719.0,867.0636,-0.0002433202387834843,0.0002433202387834843
Ahri,Mel,0.479,0.47924314867675083,8526.0,4083.9539999999997,0.0002431486767508484,0.0002431486767508484
Ahri,Qiyana,0.4953,0.4955428054470924,1825.0,903.9225,0.00024280544709237573,0.00024280544709237573
Aurora,Mel,0.49560000000000004,0.4958404620591825,1719.0,851.9364,0.00024046205918243357,0.00024046205918243357
Yone,Yasuo,0.5141,0.5138625484090861,5849.0,3006.9709,-0.00023745159091392853,0.00023745159091392853
Yasuo,Yone,0.48590000000000005,0.4861365776576993,5849.0,2842.0291,0.000236577657699244,0.000236577657699244
Katarina,Veigar,0.5068,0.5065634790317577,2786.0,1411.9448,-0.00023652096824233748,0.00023652096824233748
Veigar,Katarina,0.4932,0.4934347195029982,2786.0,1374.0552,0.000234719502998193,0.000234719502998193
Irelia,Qiyana,0.5012,0.5009664771155293,425.0,213.01,-0.0002335228844706494,0.0002335228844706494
Twisted Fate,Malzahar,0.5078,0.5075686670072873,3283.0,1667.1074,-0.00023133299271271834,0.00023133299271271834
Malzahar,Twisted Fate,0.49219999999999997,0.49242979618257543,3283.0,1615.8926,0.00022979618257545908,0.00022979618257545908
LeBlanc,Xerath,0.5051,0.5048713650694259,2142.0,1081.9242,-0.0002286349305741231,0.0002286349305741231
Fizz,Vladimir,0.5031,0.5028731498444505,1278.0,642.9618,-0.00022685015554946286,0.00022685015554946286
Galio,Akshan,0.5015999999999999,0.5013735382808536,618.0,309.98879999999997,-0.0002264617191463092,0.0002264617191463092
Xerath,LeBlanc,0.4949,0.49512631600608964,2142.0,1060.0758,0.00022631600608963298,0.00022631600608963298
Ekko,Veigar,0.5033,0.5030742026379177,1373.0,691.0309,-0.00022579736208228063,0.00022579736208228063
Fizz,Kassadin,0.5027,0.5024761908749202,1118.0,562.0186,-0.0002238091250797991,0.0002238091250797991
Qiyana,Irelia,0.4988,0.49902361997267225,425.0,211.99,0.00022361997267222877,0.00022361997267222877
Vladimir,Fizz,0.49689999999999995,0.49712307727551003,1278.0,635.0382,0.00022307727551007517,0.00022307727551007517
Veigar,Ekko,0.49670000000000003,0.4969222678110339,1373.0,681.9691,0.0002222678110338494,0.0002222678110338494
Viktor,Annie,0.5031,0.5028779832994693,1308.0,658.0548,-0.00022201670053068057,0.00022201670053068057
Twisted Fate,Syndra,0.5036,0.5033782265967296,1535.0,773.0260000000001,-0.00022177340327045325,0.00022177340327045325
Akali,Sylas,0.5111,0.5108786752507765,4927.0,2518.1897,-0.00022132474922353929,0.00022132474922353929
Sylas,Akali,0.4889,0.48912029052827793,4927.0,2408.8103,0.00022029052827793327,0.00022029052827793327
Zoe,LeBlanc,0.5034000000000001,0.5031801030074794,1458.0,733.9572000000001,-0.00021989699252067396,0.00021989699252067396
Kassadin,Fizz,0.4973,0.4975195406286148,1118.0,555.9814,0.0002195406286147894,0.0002195406286147894
Akshan,Galio,0.49840000000000007,0.4986192207321072,618.0,308.01120000000003,0.00021922073210711712,0.00021922073210711712
Syndra,Twisted Fate,0.4964,0.4966185935692067,1535.0,761.974,0.00021859356920667095,0.00021859356920667095
Annie,Viktor,0.4968999999999999,0.49711832420856017,1308.0,649.9451999999999,0.00021832420856027213,0.00021832420856027213
Viktor,Anivia,0.5053,0.5050819895561411,2343.0,1183.9179,-0.00021801044385882928,0.00021801044385882928
Anivia,Viktor,0.4946999999999999,0.49491588231095074,2343.0,1159.0820999999999,0.00021588231095082122,0.00021588231095082122
Galio,Orianna,0.5028,0.5025883149705266,1235.0,620.9580000000001,-0.0002116850294734407,0.0002116850294734407
Katarina,Galio,0.5059,0.5056901559793389,2724.0,1378.0716,-0.00020984402066115404,0.00020984402066115404
Galio,Katarina,0.4941,0.4943080030048346,2724.0,1345.9284,0.00020800300483458933,0.00020800300483458933
Orianna,Galio,0.4971999999999999,0.49740779062595714,1235.0,614.0419999999999,0.00020779062595721598,0.00020779062595721598
Anivia,Ahri,0.5065999999999999,0.5063927433486558,3097.0,1568.9401999999998,-0.0002072566513441343,0.0002072566513441343
Ahri,Anivia,0.49340000000000006,0.493605630430295,3097.0,1528.0598000000002,0.000205630430294923,0.000205630430294923
Aurora,Vex,0.5021,0.5018951835121896,938.0,470.96979999999996,-0.00020481648781034423,0.00020481648781034423
Hwei,Aurora,0.5021,0.5018959697559049,942.0,472.9782,-0.00020403024409509918,0.00020403024409509918
Veigar,Lux,0.5042,0.5039994307003574,2007.0,1011.9294,-0.00020056929964262782,0.00020056929964262782
Vex,Aurora,0.49790000000000006,0.49809980778964635,938.0,467.03020000000004,0.0001998077896462891,0.0001998077896462891
Hwei,LeBlanc,0.5021,0.5019005633073667,966.0,485.0286,-0.00019943669263333685,0.00019943669263333685
Vladimir,Diana,0.5018,0.5016008729396434,817.0,409.97060000000005,-0.00019912706035662975,0.00019912706035662975
Aurora,Hwei,0.4979,0.4980990407731793,942.0,469.0218,0.00019904077317928204,0.00019904077317928204
Ahri,Akali,0.5113,0.511101819857507,5615.0,2870.9494999999997,-0.00019818014249295413,0.00019818014249295413
Lux,Veigar,0.49579999999999996,0.49599810179670284,2007.0,995.0705999999999,0.00019810179670287642,0.00019810179670287642
Akali,Ahri,0.48869999999999997,0.48889727042618597,5615.0,2744.0505,0.00019727042618600255,0.00019727042618600255
Lux,Ziggs,0.5011,0.5009034912489579,473.0,237.0203,-0.00019650875104204601,0.00019650875104204601
Aurora,Ryze,0.5023,0.5021040442170622,1087.0,546.0001,-0.00019595578293774008,0.00019595578293774008
Viktor,Yone,0.507,0.5068043443290596,3491.0,1769.9370000000001,-0.00019565567094037561,0.00019565567094037561
LeBlanc,Hwei,0.4979,0.49809455955502147,966.0,480.9714,0.00019455955502145628,0.00019455955502145628
Yone,Viktor,0.49299999999999994,0.4931942078768178,3491.0,1721.0629999999999,0.00019420787681784235,0.00019420787681784235
Vladimir,Zed,0.5039,0.5037063149904553,1927.0,971.0153,-0.00019368500954475287,0.00019368500954475287
Diana,Vladimir,0.4981999999999999,0.4983934574543652,817.0,407.02939999999995,0.00019345745436527562,0.00019345745436527562
Ryze,Aurora,0.49770000000000003,0.4978915758093116,1087.0,540.9999,0.0001915758093115616,0.0001915758093115616
Zed,Vladimir,0.4961,0.49629112012119037,1927.0,955.9847,0.00019112012119038013,0.00019112012119038013
Diana,Ahri,0.5069,0.5067104025419252,3553.0,1801.0157000000002,-0.00018959745807478612,0.00018959745807478612
Ahri,Diana,0.49310000000000004,0.4932881742364229,3553.0,1751.9843,0.00018817423642286668,0.00018817423642286668
Ziggs,Lux,0.4989,0.4990874354025356,473.0,235.9797,0.000187435402535574,0.000187435402535574
Talon,Akali,0.5034000000000001,0.5032142085063195,1744.0,877.9296000000002,-0.00018579149368058712,0.00018579149368058712
Fizz,Ahri,0.5079,0.5077150724418229,4186.0,2126.0694,-0.00018492755817711704,0.00018492755817711704
