champion_i,champion_j,raw_winrate,shrinked_winrate,games,wins,shrinkage_amount,absolute_shrinkage
Katarina,Cho'Gath,0.5136999999999999,0.5107545074799418,366.0,188.0142,-0.002945492520058157,0.002945492520058157
Brand,Viktor,0.5247999999999999,0.5218620124090566,745.0,390.97599999999994,-0.002937987590943325,0.002937987590943325
Talon,Brand,0.4907,0.4936348116634586,216.0,105.9912,0.0029348116634585475,0.0029348116634585475
Cho'Gath,Katarina,0.4863,0.4892343358061221,366.0,177.9858,0.002934335806122068,0.002934335806122068
Viktor,Brand,0.4752,0.4781318348942638,745.0,354.024,0.002931834894263796,0.002931834894263796
Orianna,Talon,0.528,0.5250684105498462,856.0,451.968,-0.0029315894501538153,0.0029315894501538153
Diana,Talon,0.5266,0.5236708476189801,809.0,426.01939999999996,-0.0029291523810198727,0.0029291523810198727
Anivia,Yone,0.5464,0.5434727619707773,1486.0,811.9504,-0.0029272380292226785,0.0029272380292226785
Talon,Orianna,0.47200000000000003,0.47492615113562026,856.0,404.03200000000004,0.0029261511356202252,0.0029261511356202252
Yone,Anivia,0.45360000000000006,0.4565239599531229,1486.0,674.0496,0.0029239599531228344,0.0029239599531228344
Talon,Diana,0.47340000000000004,0.476323432877506,809.0,382.98060000000004,0.0029234328775059604,0.0029234328775059604
LeBlanc,Jayce,0.5101,0.5071818457799795,247.0,125.9947,-0.002918154220020508,0.002918154220020508
Cho'Gath,Veigar,0.5082,0.5052932879351691,183.0,93.00059999999999,-0.002906712064830841,0.002906712064830841
Jayce,LeBlanc,0.4899,0.4928031714283945,247.0,121.0053,0.0029031714283945242,0.0029031714283945242
Fizz,Cho'Gath,0.5092,0.5062987436655751,218.0,111.0056,-0.00290125633442484,0.00290125633442484
Veigar,Cho'Gath,0.49180000000000007,0.49468834093870284,183.0,89.99940000000001,0.0028883409387027714,0.0028883409387027714
Cho'Gath,Fizz,0.4907999999999999,0.49368490718758773,218.0,106.99439999999998,0.0028849071875878263,0.0028849071875878263
Hwei,Talon,0.5193,0.5164155231129147,570.0,296.001,-0.0028844768870852633,0.0028844768870852633
Syndra,Azir,0.5261,0.5232163360768797,806.0,424.0366,-0.0028836639231203387,0.0028836639231203387
Pantheon,Fizz,0.5162,0.5133179404718524,463.0,239.0006,-0.0028820595281475736,0.0028820595281475736
Azir,Syndra,0.4739,0.47677792548085307,806.0,381.9634,0.002877925480853083,0.002877925480853083
Talon,Hwei,0.4807,0.48357671714276557,570.0,273.999,0.0028767171427655502,0.0028767171427655502
Fizz,Pantheon,0.4838,0.4866728250189217,463.0,223.9994,0.0028728250189216653,0.0028728250189216653
Katarina,Azir,0.5338,0.5309309588512747,1079.0,575.9702000000001,-0.0028690411487253265,0.0028690411487253265
Azir,Katarina,0.46619999999999995,0.4690646314551763,1079.0,503.02979999999997,0.0028646314551763474,0.0028646314551763474
Malzahar,Ziggs,0.5225,0.5196449942783941,689.0,360.0025,-0.0028550057216059077,0.0028550057216059077
Anivia,Smolder,0.5091,0.5062481265176653,220.0,112.002,-0.0028518734823347325,0.0028518734823347325
Ziggs,Malzahar,0.4775,0.480348416331626,689.0,328.9975,0.0028484163316260247,0.0028484163316260247
Smolder,Anivia,0.49090000000000006,0.49373562651766534,220.0,107.99800000000002,0.0028356265176652795,0.0028356265176652795
Vladimir,Qiyana,0.517,0.5141670557165606,501.0,259.017,-0.002832944283439387,0.002832944283439387
Qiyana,Vladimir,0.483,0.48582429365333263,501.0,241.983,0.0028242936533326435,0.0028242936533326435
Brand,Akali,0.5182,0.5153960007471583,550.0,285.01,-0.0028039992528416935,0.0028039992528416935
Hwei,Cassiopeia,0.5133,0.5105004211883464,376.0,193.0008,-0.0027995788116536025,0.0027995788116536025
Syndra,Cho'Gath,0.508,0.5052034860127279,187.0,94.996,-0.002796513987272098,0.002796513987272098
Akali,Brand,0.4818,0.48459600074715836,550.0,264.99,0.002796000747158356,0.002796000747158356
Cassiopeia,Fizz,0.5144,0.5116042645070792,416.0,213.9904,-0.002795735492920781,0.002795735492920781
Cassiopeia,Hwei,0.4867,0.48948865648246404,376.0,182.9992,0.0027886564824640137,0.0027886564824640137
Fizz,Cassiopeia,0.48560000000000003,0.4883856598559165,416.0,202.0096,0.0027856598559164447,0.0027856598559164447
Cho'Gath,Syndra,0.49200000000000005,0.494778398904714,187.0,92.004,0.00277839890471393,0.00277839890471393
Ziggs,Anivia,0.4851,0.4878698333066162,437.0,211.9887,0.0027698333066162317,0.0027698333066162317
Sylas,Vex,0.4404,0.44316189174114645,2057.0,905.9028000000001,0.0027618917411464383,0.0027618917411464383
Katarina,Hwei,0.5461,0.5433429172060089,1573.0,859.0153,-0.002757082793991117,0.002757082793991117
Hwei,Katarina,0.4539000000000001,0.4566539751856862,1573.0,713.9847000000001,0.0027539751856860972,0.0027539751856860972
Galio,Cho'Gath,0.5068,0.5040475826034391,148.0,75.0064,-0.0027524173965609577,0.0027524173965609577
Vex,Sylas,0.5590999999999999,0.5563588782965474,2057.0,1150.0686999999998,-0.0027411217034525315,0.0027411217034525315
LeBlanc,Talon,0.5247999999999999,0.522065859565697,808.0,424.03839999999997,-0.0027341404343029785,0.0027341404343029785
Cho'Gath,Galio,0.4932,0.49593145357118107,148.0,72.9936,0.0027314535711810417,0.0027314535711810417
Talon,LeBlanc,0.47520000000000007,0.4779284146317764,808.0,383.96160000000003,0.0027284146317763103,0.0027284146317763103
Taliyah,Sylas,0.5235,0.5207833723852805,766.0,401.001,-0.002716627614719469,0.002716627614719469
Sylas,Taliyah,0.4765,0.4792106241173821,766.0,364.99899999999997,0.002710624117382099,0.002710624117382099
Akshan,Zed,0.5396,0.536893306342659,1364.0,736.0143999999999,-0.002706693657340997,0.002706693657340997
Fizz,Naafiri,0.5289,0.5261966359678999,970.0,513.033,-0.0027033640321001418,0.0027033640321001418
Zed,Akshan,0.4604,0.4631031424082328,1364.0,627.9856,0.002703142408232828,0.002703142408232828
Naafiri,Fizz,0.4711,0.47379850512677846,970.0,456.96700000000004,0.002698505126778439,0.002698505126778439
Pantheon,Aurelion Sol,0.5067,0.5040096019426117,150.0,76.00500000000001,-0.0026903980573883546,0.0026903980573883546
Taliyah,Irelia,0.5104,0.5077128878496208,288.0,146.99519999999998,-0.0026871121503792006,0.0026871121503792006
Kassadin,Mel,0.5355,0.5328228338249079,1227.0,657.0585,-0.0026771661750920606,0.0026771661750920606
Yasuo,Akshan,0.5383,0.5356236036910983,1332.0,717.0156,-0.0026763963089017073,0.0026763963089017073
Irelia,Taliyah,0.48960000000000004,0.49227371259188896,288.0,141.00480000000002,0.0026737125918889215,0.0026737125918889215
Mel,Kassadin,0.4645,0.46717324829363444,1227.0,569.9415,0.0026732482936344115,0.0026732482936344115
Akshan,Yasuo,0.46170000000000005,0.4643727657022716,1332.0,614.9844,0.00267276570227154,0.00267276570227154
Cassiopeia,Sylas,0.5264,0.5237280085800332,889.0,467.96959999999996,-0.0026719914199667683,0.0026719914199667683
Malzahar,Zoe,0.5577000000000001,0.55502997247255,2062.0,1149.9774000000002,-0.0026700275274500473,0.0026700275274500473
Aurelion Sol,Pantheon,0.49329999999999996,0.4959696019426116,150.0,73.99499999999999,0.0026696019426116213,0.0026696019426116213
Zoe,Malzahar,0.44229999999999997,0.4449676227963241,2062.0,912.0225999999999,0.002667622796324154,0.002667622796324154
Sylas,Cassiopeia,0.4736,0.4762667345658776,889.0,421.03040000000004,0.002666734565877571,0.002666734565877571
Zed,Ziggs,0.5155,0.5128459837361589,485.0,250.01749999999998,-0.002654016263841097,0.002654016263841097
Aurora,Irelia,0.5213,0.5186475130418569,704.0,366.9952,-0.00265248695814313,0.00265248695814313
Irelia,Aurora,0.47869999999999996,0.4813460205045434,704.0,337.0048,0.0026460205045434337,0.0026460205045434337
Ziggs,Zed,0.48450000000000004,0.48714512903530416,485.0,234.98250000000002,0.002645129035304117,0.002645129035304117
Diana,Hwei,0.5283,0.5256551825262865,971.0,512.9793,-0.002644817473713479,0.002644817473713479
Twisted Fate,Ryze,0.5437,0.5410595413560705,1556.0,845.9971999999999,-0.0026404586439294775,0.0026404586439294775
Hwei,Diana,0.4717,0.47433996310518484,971.0,458.02070000000003,0.0026399631051848282,0.0026399631051848282
Ryze,Twisted Fate,0.45630000000000004,0.4589373191338484,1556.0,710.0028000000001,0.002637319133848348,0.002637319133848348
Syndra,Galio,0.5347999999999999,0.5321636642586319,1221.0,652.9907999999999,-0.002636335741368012,0.002636335741368012
Syndra,Irelia,0.4717,0.47433504239110247,973.0,458.96410000000003,0.00263504239110246,0.00263504239110246
Galio,Syndra,0.46520000000000006,0.46783240006483945,1221.0,568.0092000000001,0.002632400064839391,0.002632400064839391
Naafiri,Annie,0.5139,0.5112823317399491,432.0,222.00480000000002,-0.0026176682600509427,0.0026176682600509427
Annie,Naafiri,0.4861,0.48870789564972344,432.0,209.99519999999998,0.0026078956497234684,0.0026078956497234684
Fizz,Qiyana,0.5252,0.5226100621002597,874.0,459.0248,-0.002589937899740269,0.002589937899740269
Nasus,Yasuo,0.5193,0.5167128520557602,647.0,335.9871,-0.002587147944239754,0.002587147944239754
Vex,Kassadin,0.5157,0.5131134876408766,508.0,261.97560000000004,-0.0025865123591234385,0.0025865123591234385
Qiyana,Fizz,0.47479999999999994,0.4773846000879393,874.0,414.9752,0.0025846000879393705,0.0025846000879393705
Yasuo,Nasus,0.4807,0.4832801880664698,647.0,311.0129,0.0025801880664697574,0.0025801880664697574
Kassadin,Vex,0.4843,0.48687796132508704,508.0,246.0244,0.0025779613250870304,0.0025779613250870304
Smolder,Sion,0.5051,0.5025241230434819,99.0,50.0049,-0.002575876956518064,0.002575876956518064
Ekko,Sion,0.5094,0.5068316089527327,267.0,136.00979999999998,-0.002568391047267249,0.002568391047267249
Sion,Ekko,0.49060000000000004,0.4931542247565475,267.0,130.99020000000002,0.002554224756547485,0.002554224756547485
Sion,Smolder,0.4949,0.49744975118418544,99.0,48.9951,0.0025497511841854337,0.0025497511841854337
Irelia,Syndra,0.5272,0.524662628597999,973.0,512.9656,-0.002537371402001054,0.002537371402001054
Swain,Zed,0.5151,0.5125663324717804,497.0,256.0047,-0.0025336675282195964,0.0025336675282195964
Zoe,Irelia,0.4802,0.4827318828241395,681.0,327.0162,0.002531882824139464,0.002531882824139464
Cassiopeia,Vladimir,0.5146000000000001,0.5120695510132404,478.0,245.97880000000004,-0.0025304489867596924,0.0025304489867596924
Naafiri,Sylas,0.5323,0.529770579409744,1178.0,627.0494,-0.0025294205902559597,0.0025294205902559597
LeBlanc,Brand,0.5114,0.5088721249682586,352.0,180.0128,-0.0025278750317413445,0.0025278750317413445
Cho'Gath,Yone,0.5093,0.5067726300424198,269.0,137.0017,-0.0025273699575801833,0.0025273699575801833
Sylas,Naafiri,0.4677,0.4702253524926861,1178.0,550.9506,0.002525352492686095,0.002525352492686095
Zed,Swain,0.4849,0.48742495893744203,497.0,240.9953,0.0025249589374420345,0.0025249589374420345
Vladimir,Cassiopeia,0.4854,0.48792145412742716,478.0,232.0212,0.0025214541274271585,0.0025214541274271585
Naafiri,Vel'Koz,0.5075,0.5049829447680699,199.0,100.99249999999999,-0.002517055231930021,0.002517055231930021
Brand,LeBlanc,0.4886,0.4911163727558692,352.0,171.9872,0.002516372755869245,0.002516372755869245
Yone,Cho'Gath,0.4907,0.4932132804489238,269.0,131.9983,0.0025132804489237937,0.0025132804489237937
Sion,Vex,0.5075,0.5049996693875513,201.0,102.0075,-0.002500330612448698,0.002500330612448698
Vel'Koz,Naafiri,0.4925,0.49499966717609667,199.0,98.0075,0.002499667176096676,0.002499667176096676
Zoe,Galio,0.5252,0.5227073127328585,912.0,478.9824,-0.002492687267141469,0.002492687267141469
Galio,Zoe,0.47479999999999994,0.4772875498870088,912.0,433.01759999999996,0.002487549887008833,0.002487549887008833
Kassadin,Galio,0.5158,0.5133155423636624,537.0,276.9846,-0.0024844576363376447,0.0024844576363376447
Annie,Yasuo,0.5572,0.5547162328496757,2204.0,1228.0688,-0.0024837671503242786,0.0024837671503242786
Vex,Sion,0.49249999999999994,0.4949830580918701,201.0,98.99249999999999,0.0024830580918701606,0.0024830580918701606
Yasuo,Annie,0.4428,0.4452815106274536,2204.0,975.9312000000001,0.0024815106274535537,0.0024815106274535537
Katarina,Orianna,0.547,0.5445210334663432,1797.0,982.9590000000001,-0.002478966533656868,0.002478966533656868
Syndra,Cassiopeia,0.5174,0.5149211955699188,603.0,311.99219999999997,-0.002478804430081194,0.002478804430081194
Galio,Kassadin,0.4842,0.48667629589584444,537.0,260.0154,0.002476295895844416,0.002476295895844416
Orianna,Katarina,0.45299999999999996,0.45547622587541003,1797.0,814.0409999999999,0.0024762258754100763,0.0024762258754100763
Cassiopeia,Syndra,0.4826,0.4850714089411848,603.0,291.0078,0.002471408941184805,0.002471408941184805
Akshan,Orianna,0.5226,0.5201326068545833,817.0,426.96419999999995,-0.002467393145416663,0.002467393145416663
Qiyana,Ekko,0.5149,0.5124328933647155,505.0,260.0245,-0.0024671066352844884,0.0024671066352844884
Vladimir,Yone,0.537,0.5345381652165245,1404.0,753.9480000000001,-0.0024618347834755028,0.0024618347834755028
Orianna,Akshan,0.47740000000000005,0.47986172353942524,817.0,390.03580000000005,0.002461723539425198,0.002461723539425198
Ekko,Qiyana,0.4851,0.4875585131994262,505.0,244.97549999999998,0.002458513199426249,0.002458513199426249
Yone,Vladimir,0.4629999999999999,0.4654583779824819,1404.0,650.0519999999999,0.0024583779824819962,0.0024583779824819962
Ekko,Orianna,0.5245000000000001,0.5220424854565661,898.0,471.0010000000001,-0.002457514543434014,0.002457514543434014
LeBlanc,Ryze,0.5299,0.5274450373139072,1119.0,592.9581000000001,-0.0024549626860927987,0.0024549626860927987
Orianna,Ekko,0.4755,0.4779523050958446,898.0,426.99899999999997,0.002452305095844598,0.002452305095844598
Ryze,LeBlanc,0.47009999999999996,0.4725506976912656,1119.0,526.0418999999999,0.0024506976912656575,0.0024506976912656575
Vex,LeBlanc,0.5552,0.5527498671187457,2154.0,1195.9008000000001,-0.0024501328812542855,0.0024501328812542855
Morgana,Yone,0.5083,0.505851177898979,240.0,121.99199999999999,-0.002448822101020931,0.002448822101020931
Vel'Koz,Syndra,0.5165,0.5140517044231895,575.0,296.98749999999995,-0.0024482955768104775,0.0024482955768104775
LeBlanc,Vex,0.4448,0.4472478263024192,2154.0,958.0992,0.0024478263024192426,0.0024478263024192426
Syndra,Vel'Koz,0.4835000000000001,0.48594059331207845,575.0,278.01250000000005,0.002440593312078354,0.002440593312078354
Yone,Morgana,0.4917,0.4941335308401556,240.0,118.00800000000001,0.0024335308401555733,0.0024335308401555733
Katarina,Syndra,0.5579999999999999,0.5555670442287852,2285.0,1275.03,-0.0024329557712147176,0.0024329557712147176
Syndra,Katarina,0.442,0.44443077588496976,2285.0,1009.97,0.0024307758849697603,0.0024307758849697603
Ryze,Azir,0.5215,0.5190867718449024,792.0,413.02799999999996,-0.002413228155097591,0.002413228155097591
Irelia,Yone,0.5338,0.5313873041980406,1302.0,695.0076,-0.0024126958019594635,0.0024126958019594635
Yone,Irelia,0.4662,0.46860898750759833,1302.0,606.9924,0.002408987507598326,0.002408987507598326
Azir,Ryze,0.47850000000000004,0.480907399647593,792.0,378.97200000000004,0.002407399647592956,0.002407399647592956
Vel'Koz,Azir,0.5073,0.5048980343791898,205.0,103.9965,-0.002401965620810187,0.002401965620810187
Akshan,Ekko,0.5175,0.5150991787474697,630.0,326.025,-0.002400821252530272,0.002400821252530272
Ekko,Akshan,0.48249999999999993,0.4848936992954149,630.0,303.97499999999997,0.002393699295414997,0.002393699295414997
Azir,Vel'Koz,0.4927,0.49508491962509144,205.0,101.0035,0.0023849196250914084,0.0023849196250914084
Veigar,Talon,0.5204,0.5180221193080942,759.0,394.98359999999997,-0.0023778806919058093,0.0023778806919058093
Lux,Cassiopeia,0.5115999999999999,0.5092224958806807,389.0,199.01239999999999,-0.0023775041193192514,0.0023775041193192514
Hwei,Irelia,0.5191,0.5167240999821776,705.0,365.9655,-0.0023759000178223966,0.0023759000178223966
Talon,Veigar,0.4796,0.48197182827200574,759.0,364.01640000000003,0.002371828272005716,0.002371828272005716
Irelia,Hwei,0.48090000000000005,0.4832694415970844,705.0,339.03450000000004,0.002369441597084354,0.002369441597084354
Katarina,Vel'Koz,0.5162,0.5138312415848947,585.0,301.977,-0.00236875841510531,0.00236875841510531
Cassiopeia,Lux,0.48840000000000006,0.4907668721587994,389.0,189.98760000000001,0.002366872158799327,0.002366872158799327
Vel'Koz,Katarina,0.48380000000000006,0.4861611685921941,585.0,283.023,0.0023611685921940406,0.0023611685921940406
Irelia,Zoe,0.5184000000000001,0.5160407176512842,681.0,353.03040000000004,-0.002359282348715852,0.002359282348715852
Brand,Mel,0.5186999999999999,0.5163415623244998,694.0,359.97779999999995,-0.002358437675500147,0.002358437675500147
LeBlanc,Yone,0.5421,0.5397439600031616,1688.0,915.0648,-0.0023560399968384216,0.0023560399968384216
Twisted Fate,Orianna,0.5439,0.5415447187590632,1765.0,959.9835,-0.0023552812409368684,0.0023552812409368684
Yone,LeBlanc,0.45790000000000003,0.4602531322626694,1688.0,772.9352,0.0023531322626693663,0.0023531322626693663
Orianna,Twisted Fate,0.45610000000000006,0.45845249355799084,1765.0,805.0165000000001,0.0023524935579907758,0.0023524935579907758
Mel,Brand,0.4813,0.4836518897804193,694.0,334.0222,0.0023518897804192807,0.0023518897804192807
Anivia,Ziggs,0.5126,0.5102487904760762,437.0,224.00619999999998,-0.0023512095239237585,0.0023512095239237585
Ekko,Galio,0.5226,0.5202504677940321,863.0,451.00379999999996,-0.002349532205967897,0.002349532205967897
Galio,Ekko,0.47740000000000005,0.47974413342227723,863.0,411.99620000000004,0.0023441334222771837,0.0023441334222771837
Veigar,Zoe,0.5314,0.5290582715988471,1242.0,659.9988,-0.002341728401152876,0.002341728401152876
Fizz,Jayce,0.5072,0.5048614902448314,209.0,106.0048,-0.002338509755168583,0.002338509755168583
Zoe,Veigar,0.4686,0.47093785431121676,1242.0,582.0012,0.002337854311216747,0.002337854311216747
Jayce,Fizz,0.49279999999999996,0.49512168441958865,209.0,102.9952,0.0023216844195886877,0.0023216844195886877
Sylas,Ziggs,0.5124,0.5101200008911062,445.0,228.01799999999997,-0.00227999910889376,0.00227999910889376
Diana,Yone,0.5386,0.5363211802275237,1595.0,859.0669999999999,-0.002278819772476237,0.002278819772476237
Ekko,Talon,0.5155,0.5132234611226582,582.0,300.02099999999996,-0.002276538877341805,0.002276538877341805
Yone,Diana,0.4614000000000001,0.4636757524989103,1595.0,735.9330000000001,0.0022757524989102107,0.0022757524989102107
Ziggs,Sylas,0.4876,0.48987045960670256,445.0,216.982,0.0022704596067025795,0.0022704596067025795
Talon,Ekko,0.4845000000000001,0.48676891566811287,582.0,281.97900000000004,0.00226891566811277,0.00226891566811277
Anivia,Naafiri,0.5166,0.5143317878385442,633.0,327.0078,-0.002268212161455785,0.002268212161455785
Kassadin,Anivia,0.5199,0.517633106354554,779.0,405.00210000000004,-0.0022668936454460775,0.0022668936454460775
Ryze,Malphite,0.506,0.5037345882919282,166.0,83.996,-0.0022654117080718184,0.0022654117080718184
Naafiri,Anivia,0.48340000000000005,0.48566111935286893,633.0,305.9922,0.002261119352868879,0.002261119352868879
Anivia,Kassadin,0.48009999999999997,0.482360978937034,779.0,373.99789999999996,0.0022609789370340305,0.0022609789370340305
Akshan,Veigar,0.5236999999999999,0.521442531385017,951.0,498.03869999999995,-0.0022574686149829937,0.0022574686149829937
Mel,Swain,0.5123,0.510046618803753,447.0,228.9981,-0.002253381196246962,0.002253381196246962
Veigar,Akshan,0.4763,0.4785525218702692,951.0,452.9613,0.0022525218702691974,0.0022525218702691974
Sylas,Azir,0.5317000000000001,0.5294483324951405,1309.0,695.9953,-0.0022516675048596113,0.0022516675048596113
Lux,Hwei,0.5294,0.5271485849163372,1207.0,638.9857999999999,-0.0022514150836627778,0.0022514150836627778
Azir,Sylas,0.4683,0.4705479776335364,1309.0,613.0047,0.002247977633536402,0.002247977633536402
Hwei,Lux,0.4706000000000001,0.47284743724992573,1207.0,568.0142000000001,0.0022474372499256545,0.0022474372499256545
Malphite,Ryze,0.49400000000000005,0.496245866487417,166.0,82.004,0.0022458664874169254,0.0022458664874169254
Malzahar,Qiyana,0.5246,0.5223551508529196,997.0,523.0261999999999,-0.002244849147080341,0.002244849147080341
Swain,Mel,0.4877,0.48994387657340566,447.0,218.0019,0.0022438765734056343,0.0022438765734056343
Qiyana,Malzahar,0.4754,0.4776401098319534,997.0,473.9738,0.002240109831953385,0.002240109831953385
Zoe,Brand,0.5079,0.5056610183210534,254.0,129.0066,-0.00223898167894665,0.00223898167894665
Brand,Zoe,0.4921,0.4943242951572116,254.0,124.9934,0.00222429515721162,0.00222429515721162
Malzahar,Orianna,0.5501,0.5478761315375568,2154.0,1184.9154,-0.002223868462443268,0.002223868462443268
Orianna,Malzahar,0.4499,0.4521215618836082,2154.0,969.0846,0.0022215618836081696,0.0022215618836081696
Cho'Gath,Yasuo,0.5122,0.509981126108263,451.0,231.0022,-0.0022188738917370276,0.0022188738917370276
Veigar,Aurora,0.5332,0.530983455961076,1399.0,745.9468,-0.0022165440389240176,0.0022165440389240176
Aurora,Veigar,0.46679999999999994,0.4690130757075736,1399.0,653.0532,0.002213075707573675,0.002213075707573675
Yasuo,Cho'Gath,0.4878,0.4900094382679726,451.0,219.9978,0.0022094382679725966,0.0022094382679725966
Diana,Zoe,0.5239,0.5216907668380912,983.0,514.9937,-0.002209233161908797,0.002209233161908797
Irelia,Twisted Fate,0.5196000000000001,0.5173923515024218,789.0,409.96440000000007,-0.002207648497578263,0.002207648497578263
Zoe,Diana,0.47609999999999997,0.47830443258139693,983.0,468.00629999999995,0.0022044325813969645,0.0022044325813969645
Twisted Fate,Irelia,0.4804,0.48260180032131933,789.0,379.0356,0.002201800321319336,0.002201800321319336
Diana,Pantheon,0.5078,0.505601686757452,256.0,129.9968,-0.0021983132425480445,0.0021983132425480445
Ziggs,Akshan,0.5059,0.5037051869838997,170.0,86.003,-0.002194813016100361,0.002194813016100361
Jayce,Katarina,0.5111,0.508905523640341,407.0,208.0177,-0.00219447635965897,0.00219447635965897
Lux,Galio,0.5231,0.5209058828137124,954.0,499.0374,-0.002194117186287592,0.002194117186287592
Galio,Lux,0.4769,0.47908918452149235,954.0,454.9626,0.00218918452149236,0.00218918452149236
Annie,Sylas,0.5254,0.5232118764936772,1062.0,557.9748,-0.0021881235063228033,0.0021881235063228033
Katarina,Jayce,0.4889,0.4910842218651931,407.0,198.9823,0.0021842218651931256,0.0021842218651931256
Yasuo,Ryze,0.5463,0.544115841813132,2021.0,1104.0723,-0.0021841581868680127,0.0021841581868680127
Pantheon,Diana,0.49219999999999997,0.4943837092293621,256.0,126.00319999999999,0.0021837092293621185,0.0021837092293621185
Sylas,Annie,0.4746,0.47678364929918493,1062.0,504.02520000000004,0.002183649299184909,0.002183649299184909
Ryze,Yasuo,0.4537,0.4558817069710763,2021.0,916.9277,0.0021817069710762804,0.0021817069710762804
Akshan,Ziggs,0.4941,0.49627555735427004,170.0,83.997,0.0021755573542700524,0.0021755573542700524
Irelia,Kassadin,0.5139,0.5117274578559328,541.0,278.0199,-0.0021725421440672577,0.0021725421440672577
Akali,Irelia,0.5378000000000001,0.5356285881088708,1642.0,883.0676000000001,-0.002171411891129238,0.002171411891129238
Irelia,Akali,0.4622,0.4643684273740832,1642.0,758.9324,0.0021684273740831816,0.0021684273740831816
Swain,Aurelion Sol,0.5092,0.5070342734404998,326.0,165.9992,-0.002165726559500203,0.002165726559500203
Kassadin,Irelia,0.4861,0.48826443133487196,541.0,262.9801,0.0021644313348719857,0.0021644313348719857
Aurelion Sol,Swain,0.4908,0.4929535222667908,326.0,160.0008,0.002153522266790775,0.002153522266790775
Hwei,Pantheon,0.5058,0.5036580900207827,172.0,86.9976,-0.0021419099792173713,0.0021419099792173713
Vladimir,Galio,0.5164,0.5142667538774713,670.0,345.988,-0.0021332461225286314,0.0021332461225286314
Galio,Vladimir,0.4836,0.4857264941372116,670.0,324.012,0.0021264941372116097,0.0021264941372116097
Akshan,Zoe,0.518,0.5158767968028892,749.0,387.982,-0.00212320319711079,0.00212320319711079
Pantheon,Hwei,0.49420000000000003,0.4963227959031357,172.0,85.00240000000001,0.002122795903135688,0.002122795903135688
Sion,Twisted Fate,0.5091,0.50697767554803,330.0,168.003,-0.0021223244519700257,0.0021223244519700257
Akali,Ekko,0.5341,0.5319790556156948,1509.0,805.9569,-0.0021209443843052123,0.0021209443843052123
Cassiopeia,Yasuo,0.5192,0.5170802651440495,807.0,418.9944,-0.002119734855950517,0.002119734855950517
Ekko,Akali,0.46590000000000004,0.4680177131669689,1509.0,703.0431000000001,0.0021177131669688487,0.0021177131669688487
Zoe,Akshan,0.48200000000000004,0.4841170794884016,749.0,361.01800000000003,0.002117079488401563,0.002117079488401563
Yasuo,Cassiopeia,0.4808,0.48291400274052143,807.0,388.0056,0.0021140027405214257,0.0021140027405214257
Twisted Fate,Sion,0.49090000000000006,0.49301023368756497,330.0,161.997,0.002110233687564911,0.002110233687564911
Swain,Ryze,0.4916,0.49370932112255145,297.0,146.0052,0.0021093211225514663,0.0021093211225514663
Lissandra,Yone,0.5486,0.5465139427222878,2231.0,1223.9266,-0.002086057277712161,0.002086057277712161
Malzahar,Irelia,0.5357999999999999,0.533714668501544,1618.0,866.9243999999999,-0.0020853314984559113,0.0020853314984559113
Yone,Lissandra,0.4514,0.45348382689217204,2231.0,1007.0734000000001,0.0020838268921720138,0.0020838268921720138
Morgana,LeBlanc,0.5067,0.504617648562393,223.0,112.9941,-0.002082351437607044,0.002082351437607044
Irelia,Malzahar,0.4642,0.4662823052885057,1618.0,751.0756,0.002082305288505726,0.002082305288505726
Diana,Orianna,0.5272,0.5251280064578789,1214.0,640.0208,-0.0020719935421210645,0.0020719935421210645
Orianna,Diana,0.4728,0.4748680368992792,1214.0,573.9792,0.002068036899279202,0.002068036899279202
LeBlanc,Morgana,0.49329999999999996,0.49536625537353846,223.0,110.0059,0.0020662553735384948,0.0020662553735384948
Zoe,Hwei,0.521,0.5189526781749298,927.0,482.96700000000004,-0.0020473218250701697,0.0020473218250701697
Zoe,Orianna,0.5278,0.525753970945333,1260.0,665.028,-0.002046029054666998,0.002046029054666998
Yone,Lux,0.46380000000000005,0.46584488438985466,1669.0,774.0822000000001,0.0020448843898546176,0.0020448843898546176
Hwei,Zoe,0.479,0.481042259479701,927.0,444.03299999999996,0.002042259479700992,0.002042259479700992
Orianna,Zoe,0.4722,0.4742422062394506,1260.0,594.972,0.002042206239450617,0.002042206239450617
Anivia,Zed,0.5377000000000001,0.5356629592255145,1752.0,942.0504000000001,-0.0020370407744855212,0.0020370407744855212
Zed,Anivia,0.46230000000000004,0.46433423352357067,1752.0,809.9496,0.0020342335235706277,0.0020342335235706277
Anivia,Sylas,0.5347,0.5326716124332084,1612.0,861.9363999999999,-0.0020283875667915785,0.0020283875667915785
Sylas,Anivia,0.4653,0.46732535075096543,1612.0,750.0636,0.002025350750965438,0.002025350750965438
Vex,Naafiri,0.5149,0.5128802442295709,639.0,329.0211,-0.0020197557704291214,0.0020197557704291214
Lux,Yone,0.5357,0.5336804412016126,1669.0,894.0832999999999,-0.002019558798387333,0.002019558798387333
Naafiri,Vex,0.48510000000000003,0.4871127205489214,639.0,309.9789,0.002012720548921376,0.002012720548921376
Akshan,Sylas,0.5218,0.5197920887632501,987.0,515.0166,-0.0020079112367499263,0.0020079112367499263
Ekko,Brand,0.5074000000000001,0.5053929742855484,270.0,136.99800000000002,-0.00200702571445166,0.00200702571445166
Sylas,Akshan,0.4782,0.48020312832166784,987.0,471.9834,0.002003128321667824,0.002003128321667824
