pool,pool_size,simulation_mode,mean_score,median_score,sd_score,lower_5_score,upper_95_score,probability_of_being_best,point_estimate_rank_source
"Anivia, Sion, Xerath",3,oracle,0.5430284119543966,0.542959649773437,0.002463136982741732,0.5390444654093196,0.5471483759564215,0.0,top_100_deterministic_eb
"Annie, Sion, Vel'Koz",3,oracle,0.5430237042348617,0.5429795151101341,0.0027664162235705916,0.5385146562386844,0.5476238445613572,0.0014,top_100_deterministic_eb
"Anivia, Sion, Vel'Koz",3,oracle,0.5429693395832449,0.5429915776877949,0.00273231608388841,0.538553806823077,0.547626019721277,0.0018,top_100_deterministic_eb
"Annie, Naafiri, Sion",3,oracle,0.5427852247811225,0.5427669989092994,0.002615682311292386,0.5385318798598506,0.547112545976477,0.0028,top_100_deterministic_eb
"Lissandra, Sion, Xerath",3,oracle,0.5426932052310194,0.5426267972871073,0.002283561238928373,0.539077614363925,0.5465913355277124,0.0,top_100_deterministic_eb
"Aurelion Sol, Sion, Vel'Koz",3,oracle,0.5426875268319844,0.5426538353104531,0.002784856005393922,0.5381554188051167,0.5473067843535464,0.0006,top_100_deterministic_eb
"Pantheon, Sion, Zed",3,oracle,0.5426268497756407,0.5426665602592675,0.002967883282451044,0.5377405079352345,0.5475083105136154,0.0,top_100_deterministic_eb
"Malzahar, Sion, Vel'Koz",3,oracle,0.5426222273773442,0.5426217136104079,0.00266062543158158,0.5382678868735297,0.5469940005061986,0.0,top_100_deterministic_eb
"Akshan, Naafiri, Sion",3,oracle,0.5425493917985583,0.5425473859193459,0.0027370369481383807,0.5380770468252831,0.5470254523400648,0.0004,top_100_deterministic_eb
"Aurelion Sol, Lissandra, Sion",3,oracle,0.5425484962175249,0.5424886583165358,0.0024153832681761524,0.5387118761712703,0.5466534574437832,0.0,top_100_deterministic_eb
"Akshan, Sion, Veigar",3,oracle,0.5425121762690267,0.5425406407323119,0.0026263715430800655,0.5382100398106116,0.5467518529011133,0.0002,top_100_deterministic_eb
"Sion, Veigar, Xerath",3,oracle,0.5425073462773313,0.5424529148717513,0.00240802157334378,0.5385937282514335,0.5464248196794746,0.0,top_100_deterministic_eb
"Akshan, Brand, Sion",3,oracle,0.5424315985764154,0.5424466171509033,0.002820296434902961,0.5377548667364358,0.5470224249057728,0.001,top_100_deterministic_eb
"Akshan, Malzahar, Sion",3,oracle,0.5424028370949178,0.542386572179725,0.0026118948983128235,0.538080024818691,0.5467013274773302,0.0002,top_100_deterministic_eb
"Sion, Veigar, Vel'Koz",3,oracle,0.5423928417620638,0.542327490622208,0.0026821534564634175,0.5380800147275526,0.5469068362750883,0.0,top_100_deterministic_eb
"Akshan, Anivia, Sion",3,oracle,0.5423857031692553,0.5423739781593013,0.0026488389288350316,0.5380118945666118,0.5467949457250902,0.0002,top_100_deterministic_eb
"Aurelion Sol, Diana, Sion",3,oracle,0.5423820901017165,0.5423486603470127,0.0025381422104256437,0.5382665124497834,0.5466904054530594,0.0,top_100_deterministic_eb
"Aurelion Sol, Katarina, Sion",3,oracle,0.5423663101491868,0.5423741939935656,0.002595628064730879,0.5381319759621335,0.5466670011033199,0.0,top_100_deterministic_eb
"Aurelion Sol, Sion, Veigar",3,oracle,0.5423276431446727,0.5423193976692573,0.0024755172178412307,0.5383026591502644,0.5464971521661632,0.0,top_100_deterministic_eb
"Katarina, Sion, Swain",3,oracle,0.5423120620863232,0.5423016389034951,0.00291770084120466,0.5374834763718059,0.547204992398504,0.0,top_100_deterministic_eb
"Fizz, Sion, Veigar",3,oracle,0.5422924646155349,0.5422695971359296,0.002481751059179178,0.5382380770449744,0.5464741119532228,0.0,top_100_deterministic_eb
"Aurelion Sol, Malzahar, Sion",3,oracle,0.5421003892166898,0.542113681800279,0.0024049034131009435,0.5381432274229262,0.5461510803330459,0.0,top_100_deterministic_eb
"Diana, Sion, Xerath",3,oracle,0.5420991646540697,0.5420439714777927,0.002483328368222605,0.5381634488176753,0.5462084799637356,0.0,top_100_deterministic_eb
"Naafiri, Sion, Xerath",3,oracle,0.5420925013918142,0.5420776346686063,0.0025410762813217404,0.5379799940681496,0.5462958964673598,0.0004,top_100_deterministic_eb
"Mel, Pantheon, Sion",3,oracle,0.542084875830386,0.5421092398021253,0.0030553103822583074,0.537031890136142,0.5470958413561217,0.0,top_100_deterministic_eb
"Fizz, Sion, Xerath",3,oracle,0.5420647428984268,0.5419934076768692,0.0025292084035671908,0.5379911131610978,0.5463382175598812,0.0,top_100_deterministic_eb
"Akshan, Fizz, Sion",3,oracle,0.5419796198774333,0.5419540026307514,0.002704198613636093,0.5375740118340768,0.5464491639839077,0.0,top_100_deterministic_eb
"Akshan, Sion, Vex",3,oracle,0.5419557182616634,0.5419422899907509,0.0026594195008253544,0.5376062713083455,0.5463299721154802,0.0002,top_100_deterministic_eb
"Fizz, Sion, Vex",3,oracle,0.5419523336471921,0.5419242934382688,0.002481617321452868,0.5379209305559696,0.5460576805767943,0.0,top_100_deterministic_eb
"Aurelion Sol, Sion, Xerath",3,oracle,0.5419513065691245,0.5419220645917797,0.002516854312398142,0.5379780877818601,0.5461325340903629,0.0,top_100_deterministic_eb
"Anivia, Fizz, Sion",3,oracle,0.5418148857114304,0.5417590499574108,0.002536039422164115,0.5377182477110679,0.5459997918285376,0.0,top_100_deterministic_eb
"Malzahar, Sion, Xerath",3,oracle,0.5417550130849393,0.5416886097786596,0.0023467929851874263,0.5379816510760885,0.5456865041451338,0.0,top_100_deterministic_eb
"Katarina, Sion, Vel'Koz",3,oracle,0.5417537042602557,0.5417295713181802,0.0028195945975958768,0.5371409123066354,0.5463712545287027,0.0002,top_100_deterministic_eb
"Fizz, Malzahar, Sion",3,oracle,0.5416617947248001,0.5416112908804969,0.002472472464740029,0.5375919349851204,0.5457437577641537,0.0,top_100_deterministic_eb
"Akshan, Hwei, Sion",3,oracle,0.5415444707065961,0.5415764324490514,0.0027200181716354535,0.536997072561052,0.5459353417252494,0.0,top_100_deterministic_eb
"Aurelion Sol, Lux, Sion",3,oracle,0.5414294266581828,0.5414402981046282,0.0025451165006737096,0.5372073259063609,0.5456796566745903,0.0,top_100_deterministic_eb
"Aurelion Sol, Qiyana, Sion",3,oracle,0.5411654303070969,0.5411405460661465,0.0027309808674559235,0.5367118874941743,0.5456601189072139,0.0,top_100_deterministic_eb
"Katarina, Sion, Vex",3,oracle,0.5411320923113491,0.5410835681271812,0.0025407381776592327,0.5370466180329755,0.5453945466307165,0.0,top_100_deterministic_eb
"Katarina, Sion, Veigar",3,oracle,0.5409749956688951,0.5409602038321117,0.002556922460983022,0.5368084947035331,0.5452775916482239,0.0,top_100_deterministic_eb
"Katarina, Sion, Xerath",3,oracle,0.5409580077272444,0.5408773268116747,0.002545587695611441,0.5368632591973919,0.5452354624590595,0.0,top_100_deterministic_eb
"Akshan, Katarina, Sion",3,oracle,0.5408434639316166,0.5408563333081708,0.0028209403045370107,0.5362605234463459,0.545535951307149,0.0,top_100_deterministic_eb
"Katarina, Malzahar, Sion",3,oracle,0.5406189680153911,0.5405963745413629,0.002519871282097186,0.5365361082572692,0.5448536066327576,0.0,top_100_deterministic_eb
