scope_id,patch,rank_scope,rank_scope_type,champion,top_100_appearances,top_100_inclusion_frequency,best_pool_member,best_pool_rank_with_champion,mean_top_100_rank_with_champion
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Akshan,7,0.07,False,40.0,68.14285714285714
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Anivia,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Annie,2,0.02,False,46.0,61.5
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Aurelion Sol,3,0.03,False,10.0,49.666666666666664
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Aurora,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Azir,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Brand,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Cassiopeia,3,0.03,False,18.0,60.666666666666664
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Cho'Gath,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Diana,19,0.19,False,7.0,52.36842105263158
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Ekko,5,0.05,False,21.0,42.4
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Fizz,6,0.06,False,24.0,64.33333333333333
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Galio,16,0.16,False,2.0,51.5
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Hwei,3,0.03,False,30.0,40.666666666666664
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Irelia,2,0.02,False,75.0,82.5
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Jayce,1,0.01,False,100.0,100.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Kassadin,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Katarina,80,0.8,True,1.0,50.7625
16.11__master_plus__cumulative,16.11,master_plus,cumulative,LeBlanc,1,0.01,False,59.0,59.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Lissandra,6,0.06,False,12.0,52.666666666666664
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Lux,3,0.03,False,70.0,79.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Malphite,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Malzahar,1,0.01,False,91.0,91.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Mel,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Naafiri,1,0.01,False,61.0,61.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Orianna,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Pantheon,7,0.07,False,14.0,43.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Qiyana,5,0.05,False,17.0,55.6
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Ryze,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Sion,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Swain,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Sylas,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Syndra,7,0.07,False,19.0,52.142857142857146
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Taliyah,3,0.03,False,57.0,76.66666666666667
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Talon,40,0.4,True,1.0,43.675
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Twisted Fate,3,0.03,False,44.0,65.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Veigar,2,0.02,False,25.0,52.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Vel'Koz,4,0.04,False,3.0,42.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Vex,40,0.4,True,1.0,42.125
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Viktor,2,0.02,False,43.0,54.5
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Vladimir,5,0.05,False,6.0,46.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Xerath,2,0.02,False,89.0,92.5
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Yasuo,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Yone,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Zed,2,0.02,False,50.0,74.0
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Ziggs,0,0.0,False,,
16.11__master_plus__cumulative,16.11,master_plus,cumulative,Zoe,13,0.13,False,4.0,47.07692307692308
