scope_id,patch,rank_scope,rank_scope_type,champion,best_pool_member,enemy_champion,marginal_contribution,weighted_eb_value,enemy_frequency,matchup_games,raw_winrate,eb_winrate,absolute_shrinkage,contribution_rank,top_matchup_set,mean_pairwise_top_matchup_jaccard,matchup_stability_label
16.05__plat_plus__cumulative,16.05,plat_plus,cumulative,Pantheon,False,,0.0,0.0,,,,,,,,0.28184318261717645,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,Malzahar,0.003058729062543458,0.023074446334556117,0.038239546980811015,2598.0,0.6074,0.6034184020573022,0.003981597942697812,1.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,Katarina,0.0012994570707133095,0.01953684926557061,0.03596730294749608,1001.0,0.5475,0.5431836046781121,0.004316395321887878,2.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,Fizz,0.0012607842500372602,0.014835591187581775,0.026943144226010438,1342.0,0.5544,0.5506258313110968,0.0037741686889032344,3.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,Irelia,0.0009225326939166566,0.008010888581329539,0.01423211660349493,433.0,0.5774,0.5628740126652935,0.014525987334706558,4.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,Zed,0.0006890467353923864,0.019531446925914422,0.03658140249129054,1904.0,0.5357,0.5339173895961083,0.0017826104038916046,5.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,Diana,0.0006776424401989319,0.0115164065507114,0.020355696148089006,630.0,0.5761999999999999,0.5657584229460293,0.010441577053970641,6.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,Zoe,0.000617732342239788,0.009750093437443805,0.01786098300754002,521.0,0.5547,0.5458878401781021,0.00881215982189787,7.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,Akshan,0.000418551308093114,0.007435499254406579,0.013315434843054027,568.0,0.5687,0.5584120490278464,0.010287950972153626,8.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,LeBlanc,0.00035462866463809283,0.012828932721880456,0.023813583912197244,906.0,0.5429999999999999,0.538723308897218,0.004276691102781949,9.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Sion,True,Annie,0.00028911078980860673,0.006616987709517862,0.012360892444894599,466.0,0.5428999999999999,0.5353163405487658,0.0075836594512341815,10.0,"Akshan, Annie, Diana, Fizz, Irelia, Katarina, LeBlanc, Malzahar, Zed, Zoe",0.2940073465283549,unstable
16.06__plat_plus__cumulative,16.06,plat_plus,cumulative,Pantheon,False,,0.0,0.0,,,,,,,,0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,Malzahar,0.0035662725440293863,0.024030508808992247,0.03970587113499989,1240.0,0.6137,0.6052129854370544,0.00848701456294565,1.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,Katarina,0.0012844168531698933,0.018578130398365356,0.03539739108292471,523.0,0.5296,0.5248446235724765,0.004755376427523439,2.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,Xerath,0.0007785160684667002,0.01732079634039399,0.03158111155952012,447.0,0.5593,0.5484542970487256,0.010845702951274405,3.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,Yasuo,0.0007752602038773379,0.02567234662153961,0.04510881627407469,587.0,0.5809000000000001,0.5691203791639781,0.01177962083602202,4.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,Galio,0.0007145436066654521,0.010884294823566837,0.019356012819735098,293.0,0.5836,0.5623211208286334,0.021278879171366616,5.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,Zed,0.0007098352917027191,0.02064598733089385,0.036655317600110135,951.0,0.5699000000000001,0.5632467178740751,0.006653282125924975,6.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,Vladimir,0.0005840801127538394,0.008509391385258667,0.01598798086266225,210.0,0.5476,0.5322367757601706,0.015363224239829387,7.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,Diana,0.0005535680633721256,0.01051076628430558,0.02014062768462696,266.0,0.5301,0.521868853785937,0.008231146214063068,8.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,LeBlanc,0.0005405003497008106,0.012546433162321784,0.023513381860794068,466.0,0.5408,0.5335869266530969,0.007213073346903021,9.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Sion,True,Zoe,0.0004900843210549993,0.00990538112589372,0.018373064752884458,258.0,0.5543,0.5391251410213768,0.015174858978623251,10.0,"Diana, Galio, Katarina, LeBlanc, Malzahar, Vladimir, Xerath, Yasuo, Zed, Zoe",0.2940073465283549,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Sylas,0.002119636091209498,0.021269198082263713,0.037047988280178704,541.0,0.5878,0.5740985967014866,0.013701403298513437,1.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Yone,0.0018580997658761362,0.016812399595629357,0.029749617046193836,491.0,0.5783999999999999,0.5651299500603264,0.013270049939673512,2.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Akali,0.0010537464098463053,0.019808322957861026,0.03597168557431084,561.0,0.5597,0.5506642972551481,0.009035702744851881,3.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Ekko,0.0008574242979857614,0.008817342266169889,0.016092232930358528,192.0,0.5729,0.5479253441289482,0.024974655871051743,4.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Irelia,0.0007188862371725767,0.008117403322739823,0.014251293978843732,209.0,0.6029,0.5695906164584237,0.03330938354157631,5.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Aurora,0.000489338188781225,0.010040803981307855,0.018871440491139847,212.0,0.5472,0.5320634630950414,0.015136536904958642,6.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Aurelion Sol,0.0002902619284598582,0.008234768350008238,0.01633851481850514,150.0,0.5067,0.5040096019426117,0.0026903980573883546,7.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Kassadin,0.00022419981235335238,0.007562069234577444,0.013418730427764033,317.0,0.5836,0.5635458045219494,0.02005419547805065,8.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Twisted Fate,0.00021118935292069424,0.012816049163637887,0.02379235603497784,249.0,0.5542,0.5386624655749367,0.015537534425063337,9.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__plat_plus__cumulative,16.07,plat_plus,cumulative,Pantheon,True,Akshan,0.00014145637704129048,0.006897343379732916,0.013596358515232608,174.0,0.5115,0.5072934324293902,0.004206567570609776,10.0,"Akali, Akshan, Aurelion Sol, Aurora, Ekko, Irelia, Kassadin, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Malzahar,0.002470719088555962,0.019398335291235774,0.032975446013324694,410.0,0.6098,0.588266047512968,0.02153395248703205,1.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Zed,0.0015078552984445904,0.020117988108167905,0.03600917478080083,360.0,0.575,0.5586906178948122,0.01630938210518773,2.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Viktor,0.0013067700162216536,0.02323961465269174,0.04340644401605178,281.0,0.5479999999999999,0.5353954966709019,0.012604503329098016,3.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Katarina,0.0009464446859733089,0.019134841254566947,0.03604699417581317,192.0,0.5468999999999999,0.5308304254507316,0.016069574549268384,4.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Ryze,0.0008515598195011065,0.01112121751112685,0.020087209480606827,133.0,0.594,0.5536467134404018,0.040353286559598134,5.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Galio,0.000772856889655382,0.011683460503930787,0.020420429015039855,101.0,0.6436,0.5721456926945951,0.07145430730540481,6.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Vladimir,0.0006812985668738643,0.008923378397465624,0.016610891576905228,88.0,0.5795,0.537200448040498,0.04229955195950197,7.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Xerath,0.000553949638356797,0.017904951677652554,0.032651425791191964,179.0,0.5754,0.5483666101491528,0.027033389850847245,8.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Yasuo,0.0005273001943888593,0.02277159826479461,0.041218029834391934,224.0,0.5759000000000001,0.5524669266407829,0.023433073359217182,9.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Sion,True,Fizz,0.00032344812697478973,0.011911286816731922,0.023272215828132315,195.0,0.5179,0.5118243533275039,0.00607564667249616,10.0,"Fizz, Galio, Katarina, Malzahar, Ryze, Viktor, Vladimir, Xerath, Yasuo, Zed",0.2940073465283549,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,Mel,0.0026266458838036257,0.019230099772409956,0.03308277132349484,103.0,0.6602,0.5812723361163233,0.07892766388367667,1.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,Yone,0.0025443015207846417,0.016285388849325202,0.027482434424235487,116.0,0.6724,0.5925744640352483,0.07982553596475173,2.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,Akali,0.0014503242194715694,0.019192619631027568,0.035120930070916476,158.0,0.5759000000000001,0.5464724195023785,0.02942758049762162,3.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,Sylas,0.0006673767867809139,0.020896653431791354,0.03836011014643261,168.0,0.5714,0.544749568028409,0.026650431971591004,4.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,Ekko,0.0005296746213564693,0.008555783745318518,0.01567051743065252,63.0,0.619,0.5459796578626603,0.07302034213733966,5.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,Twisted Fate,0.00037624526639970973,0.013700160754255092,0.025704922858655634,97.0,0.5670000000000001,0.5329780925462622,0.0340219074537379,6.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,Lissandra,0.00024245865042620864,0.014985529664510378,0.02932025259267285,80.0,0.525,0.5110982457311869,0.013901754268813127,7.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,Irelia,0.0002420691903020615,0.0070968064146519705,0.013258253316352085,70.0,0.5857,0.5352746131271391,0.05042538687286091,8.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,Akshan,0.0002345829616701385,0.00756702936309635,0.015043942048421091,67.0,0.5075,0.502995115159363,0.004504884840636936,9.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.07__emerald_plus__cumulative,16.07,emerald_plus,cumulative,Pantheon,True,LeBlanc,0.00015185389745692464,0.01245214575755932,0.023833373878450508,78.0,0.5513,0.522466765346144,0.02883323465385601,10.0,"Akali, Akshan, Ekko, Irelia, LeBlanc, Lissandra, Mel, Sylas, Twisted Fate, Yone",0.28184318261717645,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Malzahar,0.0026206520610385638,0.024507837967987618,0.04162110112405386,3098.0,0.5917,0.5888320420678139,0.0028679579321860826,1.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Yasuo,0.0024434743569881723,0.023329830172880567,0.04135637286917646,1109.0,0.5699000000000001,0.5641169317889734,0.0057830682110266984,2.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Fizz,0.001550469641377174,0.017437891786277773,0.03357998038215292,1479.0,0.5206000000000001,0.5192942815280993,0.001305718471900752,3.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Naafiri,0.0014513007684361175,0.009217663353054134,0.016844333652880496,578.0,0.5554,0.5472263577180954,0.008173642281904647,4.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Diana,0.001262023212420755,0.012227661766028441,0.021540122234277946,587.0,0.5792,0.5676690983011188,0.011530901698881268,5.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Katarina,0.0009354078776061503,0.021298811196486668,0.03945092849584287,1167.0,0.5433,0.5398811132856106,0.003418886714389391,6.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Akali,0.000720289489616009,0.01925539148402905,0.03626905462202553,1147.0,0.5336,0.5309041463776011,0.0026958536223988805,7.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Irelia,0.0005243976981056502,0.0073019880844325535,0.014081232492597665,384.0,0.5234000000000001,0.5185617159770014,0.0048382840229986845,8.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Talon,0.000515433438746118,0.0069623119235894615,0.01316167265466955,452.0,0.5354,0.5289838234291099,0.006416176570890109,9.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Sion,True,Kassadin,0.00027993835924328554,0.006282281281759209,0.011168365886398203,236.0,0.589,0.5625067575382995,0.026493242461700484,10.0,"Akali, Diana, Fizz, Irelia, Kassadin, Katarina, Malzahar, Naafiri, Talon, Yasuo",0.2940073465283549,unstable
16.10__plat_plus__cumulative,16.10,plat_plus,cumulative,Pantheon,False,,0.0,0.0,,,,,,,,0.28184318261717645,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Malzahar,0.0025160633460835006,0.020916986036831717,0.0358035834277665,1456.0,0.59,0.5842148755593585,0.005785124440641498,1.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Diana,0.0012224173350392162,0.011421769073593142,0.020317649407656527,286.0,0.5839,0.5621599646900566,0.021740035309943395,2.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Katarina,0.0011244384202628722,0.021382334556183453,0.039699815889881244,613.0,0.5449,0.5386003455404794,0.006299654459520632,3.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Viktor,0.0008118573360842102,0.02964129432650467,0.05686314849871997,1051.0,0.5233,0.5212742366380207,0.002025763361979238,4.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Sylas,0.0007319105073043429,0.01929451963690395,0.035706523272038874,457.0,0.5492,0.5403639970742583,0.008836002925741715,5.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Naafiri,0.000655326232956443,0.008256393521809364,0.014626218851570965,249.0,0.5904,0.5644926830096328,0.02590731699036719,6.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Galio,0.0004219599433200457,0.01034283383151789,0.019931344457367363,297.0,0.5253,0.5189230387162767,0.006376961283723337,7.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Yasuo,0.000340109102748091,0.02070350720430729,0.03749619087280585,552.0,0.5616,0.5521496109974875,0.009450389002512494,8.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Zoe,0.000263832386908399,0.008977224102910394,0.01736879043136188,316.0,0.5222,0.5168594864672159,0.005340513532784086,9.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
16.10__emerald_plus__cumulative,16.10,emerald_plus,cumulative,Sion,True,Malphite,0.0001855105018761483,0.0025799685284507642,0.004749587563469323,62.0,0.6129,0.5431984343849497,0.06970156561505025,10.0,"Diana, Galio, Katarina, Malphite, Malzahar, Naafiri, Sylas, Viktor, Yasuo, Zoe",0.2940073465283549,unstable
