champion,top_pool_appearances,top_pool_share,best_top_pool_rank,mean_top_pool_rank,champion_name_normalized,pickrate,winrate,champion_key,banrate,total_games,lane,patch,elo,source_url,extraction_date,exclusion_score_drop,best_pool_member,best_pool,best_pool_score,scope,rank
Nasus,6,0.06,21.0,63.666666666666664,nasus,0.0067,0.5229,nasus,0.0583,12440,mid,16.07,plat_plus,https://op.gg/lol/champions/nasus/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Vex,6,0.06,7.0,37.833333333333336,vex,0.0344,0.52,vex,0.038,64123,mid,16.07,plat_plus,https://op.gg/lol/champions/vex/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Annie,5,0.05,15.0,52.4,annie,0.0232,0.5231,annie,0.0060999999999999995,43174,mid,16.07,plat_plus,https://op.gg/lol/champions/annie/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Malphite,4,0.04,83.0,87.75,malphite,0.0092,0.5216,malphite,0.20879999999999999,17152,mid,16.07,plat_plus,https://op.gg/lol/champions/malphite/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Naafiri,4,0.04,10.0,52.5,naafiri,0.023399999999999997,0.5108,naafiri,0.16760000000000003,43443,mid,16.07,plat_plus,https://op.gg/lol/champions/naafiri/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Diana,3,0.03,12.0,53.666666666666664,diana,0.038,0.518,diana,0.059000000000000004,70931,mid,16.07,plat_plus,https://op.gg/lol/champions/diana/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Lissandra,3,0.03,46.0,56.333333333333336,lissandra,0.051500000000000004,0.5184000000000001,lissandra,0.0232,95790,mid,16.07,plat_plus,https://op.gg/lol/champions/lissandra/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Brand,2,0.02,24.0,59.5,brand,0.0116,0.5178,brand,0.0359,21704,mid,16.07,plat_plus,https://op.gg/lol/champions/brand/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Hwei,2,0.02,13.0,54.5,hwei,0.0323,0.5073,hwei,0.0151,60029,mid,16.07,plat_plus,https://op.gg/lol/champions/hwei/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Lux,2,0.02,62.0,76.5,lux,0.0426,0.5144,lux,0.051500000000000004,79024,mid,16.07,plat_plus,https://op.gg/lol/champions/lux/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Qiyana,2,0.02,37.0,65.0,qiyana,0.0199,0.498,qiyana,0.0147,36993,mid,16.07,plat_plus,https://op.gg/lol/champions/qiyana/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Ekko,1,0.01,52.0,52.0,ekko,0.0302,0.5072,ekko,0.024900000000000002,56030,mid,16.07,plat_plus,https://op.gg/lol/champions/ekko/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Irelia,1,0.01,40.0,40.0,irelia,0.0273,0.5023,irelia,0.1369,50744,mid,16.07,plat_plus,https://op.gg/lol/champions/irelia/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Kassadin,1,0.01,67.0,67.0,kassadin,0.024700000000000003,0.5004,kassadin,0.0287,45775,mid,16.07,plat_plus,https://op.gg/lol/champions/kassadin/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
LeBlanc,1,0.01,30.0,30.0,leblanc,0.0433,0.5034000000000001,leblanc,0.14429999999999998,80556,mid,16.07,plat_plus,https://op.gg/lol/champions/leblanc/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Mel,1,0.01,92.0,92.0,mel,0.0667,0.4868,mel,0.3774,124171,mid,16.07,plat_plus,https://op.gg/lol/champions/mel/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Twisted Fate,1,0.01,81.0,81.0,twistedfate,0.0432,0.5112,twistedfate,0.009000000000000001,80542,mid,16.07,plat_plus,https://op.gg/lol/champions/twistedfate/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Viktor,1,0.01,32.0,32.0,viktor,0.0729,0.5127,viktor,0.0392,135546,mid,16.07,plat_plus,https://op.gg/lol/champions/viktor/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Zed,1,0.01,70.0,70.0,zed,0.0682,0.4991,zed,0.23370000000000002,127060,mid,16.07,plat_plus,https://op.gg/lol/champions/zed/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Ziggs,1,0.01,68.0,68.0,ziggs,0.0096,0.5089,ziggs,0.0049,17943,mid,16.07,plat_plus,https://op.gg/lol/champions/ziggs/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Ahri,0,0.0,,,ahri,0.1125,0.5123,ahri,0.0617,208625,mid,16.07,plat_plus,https://op.gg/lol/champions/ahri/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Akali,0,0.0,,,akali,0.0674,0.5059,akali,0.19899999999999998,125633,mid,16.07,plat_plus,https://op.gg/lol/champions/akali/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Aurora,0,0.0,,,aurora,0.034300000000000004,0.4986,aurora,0.0245,63556,mid,16.07,plat_plus,https://op.gg/lol/champions/aurora/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Azir,0,0.0,,,azir,0.0229,0.46799999999999997,azir,0.0034999999999999996,42369,mid,16.07,plat_plus,https://op.gg/lol/champions/azir/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Cassiopeia,0,0.0,,,cassiopeia,0.013000000000000001,0.505,cassiopeia,0.012199999999999999,24217,mid,16.07,plat_plus,https://op.gg/lol/champions/cassiopeia/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Cho'Gath,0,0.0,,,chogath,0.0055000000000000005,0.5073,chogath,0.0079,10267,mid,16.07,plat_plus,https://op.gg/lol/champions/chogath/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Galio,0,0.0,,,galio,0.0358,0.495,galio,0.015700000000000002,66804,mid,16.07,plat_plus,https://op.gg/lol/champions/galio/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Jayce,0,0.0,,,jayce,0.0066,0.502,jayce,0.0352,12358,mid,16.07,plat_plus,https://op.gg/lol/champions/jayce/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Orianna,0,0.0,,,orianna,0.042300000000000004,0.4805,orianna,0.0085,78833,mid,16.07,plat_plus,https://op.gg/lol/champions/orianna/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Ryze,0,0.0,,,ryze,0.0331,0.4733,ryze,0.0087,61748,mid,16.07,plat_plus,https://op.gg/lol/champions/ryze/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Smolder,0,0.0,,,smolder,0.0105,0.4692,smolder,0.063,19622,mid,16.07,plat_plus,https://op.gg/lol/champions/smolder/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Sylas,0,0.0,,,sylas,0.0687,0.49520000000000003,sylas,0.12990000000000002,127952,mid,16.07,plat_plus,https://op.gg/lol/champions/sylas/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Syndra,0,0.0,,,syndra,0.0467,0.5006,syndra,0.0288,86397,mid,16.07,plat_plus,https://op.gg/lol/champions/syndra/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Taliyah,0,0.0,,,taliyah,0.0124,0.484,taliyah,0.0031,23069,mid,16.07,plat_plus,https://op.gg/lol/champions/taliyah/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Talon,0,0.0,,,talon,0.024900000000000002,0.4839,talon,0.0417,46466,mid,16.07,plat_plus,https://op.gg/lol/champions/talon/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Vladimir,0,0.0,,,vladimir,0.0294,0.504,vladimir,0.0391,54416,mid,16.07,plat_plus,https://op.gg/lol/champions/vladimir/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Yasuo,0,0.0,,,yasuo,0.08789999999999999,0.49829999999999997,yasuo,0.195,162907,mid,16.07,plat_plus,https://op.gg/lol/champions/yasuo/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Yone,0,0.0,,,yone,0.0571,0.4892,yone,0.054400000000000004,105803,mid,16.07,plat_plus,https://op.gg/lol/champions/yone/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
Zoe,0,0.0,,,zoe,0.0334,0.5025,zoe,0.0489,62134,mid,16.07,plat_plus,https://op.gg/lol/champions/zoe/build/mid?region=global&tier=platinum_plus&patch=16.07,2026-04-07,0.0,False,"Pantheon, Sion, Xerath",0.542309355221224,opgg_plat_plus_patch_16.07,plat_plus
