champion_name,champion_name_normalized,lane,patch,rank,population_scope_pickrate,population_scope_depth,pick_rate,breadth,depth,classification,unique_players,total_ranked_games,source_url,extraction_date
Hwei,hwei,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,3.19,0.77,1.19,niche,80898,210963,https://lolalytics.com/lol/hwei/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Illaoi,illaoi,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.06,0.81,1.11,niche,91480,222207,https://lolalytics.com/lol/illaoi/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Irelia,irelia,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.75,1.54,1.11,popular,174815,421870,https://lolalytics.com/lol/irelia/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Ivern,ivern,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.02,0.2,1.13,niche,22416,55205,https://lolalytics.com/lol/ivern/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Janna,janna,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.01,0.47,0.97,unpopular,60637,128771,https://lolalytics.com/lol/janna/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Jarvan IV,jarvaniv,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.06,1.16,0.92,broad,158246,317175,https://lolalytics.com/lol/jarvaniv/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Jax,jax,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.08,2.15,0.97,broad,278996,590610,https://lolalytics.com/lol/jax/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Jayce,jayce,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.66,0.78,0.94,unpopular,104829,214342,https://lolalytics.com/lol/jayce/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Jhin,jhin,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.16,3.74,1.1,popular,428106,1024733,https://lolalytics.com/lol/jhin/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Jinx,jinx,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.03,3.42,1.13,popular,379499,937583,https://lolalytics.com/lol/jinx/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Kai'Sa,kaisa,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.18,3.0,1.05,popular,358714,821419,https://lolalytics.com/lol/kaisa/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
Kalista,kalista,mid,16.7,plat_plus,global_platinum_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.05,0.3,0.92,unpopular,41035,82543,https://lolalytics.com/lol/kalista/build/?lane=middle&patch=16.7&tier=platinum_plus,2026-04-07
