champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Ahri,ahri,Akali,akali,mid,16.10,master_plus,55.05,821,821,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=akali,2026-06-08
Ahri,ahri,Xerath,xerath,mid,16.10,master_plus,52.93,818,818,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=xerath,2026-06-08
Ahri,ahri,Aurora,aurora,mid,16.10,master_plus,52.47,791,791,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=aurora,2026-06-08
Ahri,ahri,Syndra,syndra,mid,16.10,master_plus,48.06,747,747,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=syndra,2026-06-08
Ahri,ahri,Orianna,orianna,mid,16.10,master_plus,51.51,728,728,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=orianna,2026-06-08
Ahri,ahri,Vladimir,vladimir,mid,16.10,master_plus,45.83,707,707,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=vladimir,2026-06-08
Ahri,ahri,LeBlanc,leblanc,mid,16.10,master_plus,49.57,704,704,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=leblanc,2026-06-08
Ahri,ahri,Annie,annie,mid,16.10,master_plus,46.66,688,688,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=annie,2026-06-08
Ahri,ahri,Ryze,ryze,mid,16.10,master_plus,49.84,632,632,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=ryze,2026-06-08
Ahri,ahri,Yone,yone,mid,16.10,master_plus,54.44,630,630,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=yone,2026-06-08
Ahri,ahri,Galio,galio,mid,16.10,master_plus,55.27,617,617,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=galio,2026-06-08
Ahri,ahri,Malzahar,malzahar,mid,16.10,master_plus,55.19,616,616,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=malzahar,2026-06-08
Ahri,ahri,Zoe,zoe,mid,16.10,master_plus,48.07,595,595,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=zoe,2026-06-08
Ahri,ahri,Anivia,anivia,mid,16.10,master_plus,56.1,549,549,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=anivia,2026-06-08
Ahri,ahri,Hwei,hwei,mid,16.10,master_plus,54.73,539,539,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=hwei,2026-06-08
Ahri,ahri,Lux,lux,mid,16.10,master_plus,50.78,510,510,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=lux,2026-06-08
Ahri,ahri,Fizz,fizz,mid,16.10,master_plus,46.28,484,484,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=fizz,2026-06-08
Ahri,ahri,Qiyana,qiyana,mid,16.10,master_plus,48.62,471,471,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=qiyana,2026-06-08
Ahri,ahri,Ekko,ekko,mid,16.10,master_plus,50.0,470,470,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=ekko,2026-06-08
Ahri,ahri,Akshan,akshan,mid,16.10,master_plus,49.68,469,469,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=akshan,2026-06-08
Ahri,ahri,Diana,diana,mid,16.10,master_plus,52.29,436,436,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=diana,2026-06-08
Ahri,ahri,Taliyah,taliyah,mid,16.10,master_plus,49.31,436,436,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=taliyah,2026-06-08
Ahri,ahri,Veigar,veigar,mid,16.10,master_plus,45.83,408,408,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=veigar,2026-06-08
Ahri,ahri,Kassadin,kassadin,mid,16.10,master_plus,46.8,391,391,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=kassadin,2026-06-08
Ahri,ahri,Cassiopeia,cassiopeia,mid,16.10,master_plus,44.89,372,372,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=cassiopeia,2026-06-08
Ahri,ahri,Talon,talon,mid,16.10,master_plus,46.33,341,341,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=talon,2026-06-08
Ahri,ahri,Irelia,irelia,mid,16.10,master_plus,53.72,309,309,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=irelia,2026-06-08
