champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Ahri,ahri,Sylas,sylas,mid,16.07,plat_plus,51.04,9194,9194,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=sylas,2026-04-07
Ahri,ahri,Mel,mel,mid,16.07,plat_plus,47.9,8526,8526,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=mel,2026-04-07
Ahri,ahri,Viktor,viktor,mid,16.07,plat_plus,49.59,7715,7715,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=viktor,2026-04-07
Ahri,ahri,Yasuo,yasuo,mid,16.07,plat_plus,50.0,6972,6972,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=yasuo,2026-04-07
Ahri,ahri,Malzahar,malzahar,mid,16.07,plat_plus,50.28,6523,6523,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=malzahar,2026-04-07
Ahri,ahri,Zed,zed,mid,16.07,plat_plus,49.91,6117,6117,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=zed,2026-04-07
Ahri,ahri,Katarina,katarina,mid,16.07,plat_plus,49.44,5933,5933,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=katarina,2026-04-07
Ahri,ahri,Akali,akali,mid,16.07,plat_plus,51.13,5615,5615,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=akali,2026-04-07
Ahri,ahri,Xerath,xerath,mid,16.07,plat_plus,50.28,5231,5231,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=xerath,2026-04-07
Ahri,ahri,Syndra,syndra,mid,16.07,plat_plus,51.31,5186,5186,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=syndra,2026-04-07
Ahri,ahri,Lissandra,lissandra,mid,16.07,plat_plus,50.67,4944,4944,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=lissandra,2026-04-07
Ahri,ahri,Veigar,veigar,mid,16.07,plat_plus,49.64,4909,4909,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=veigar,2026-04-07
Ahri,ahri,Yone,yone,mid,16.07,plat_plus,54.34,4847,4847,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=yone,2026-04-07
Ahri,ahri,Orianna,orianna,mid,16.07,plat_plus,53.68,4665,4665,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=orianna,2026-04-07
Ahri,ahri,LeBlanc,leblanc,mid,16.07,plat_plus,49.77,4537,4537,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=leblanc,2026-04-07
Ahri,ahri,Lux,lux,mid,16.07,plat_plus,50.48,4384,4384,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=lux,2026-04-07
Ahri,ahri,Twisted Fate,twistedfate,mid,16.07,plat_plus,50.15,4285,4285,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=twistedfate,2026-04-07
Ahri,ahri,Fizz,fizz,mid,16.07,plat_plus,49.21,4186,4186,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=fizz,2026-04-07
Ahri,ahri,Aurora,aurora,mid,16.07,plat_plus,52.25,3992,3992,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=aurora,2026-04-07
Ahri,ahri,Zoe,zoe,mid,16.07,plat_plus,50.01,3717,3717,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=zoe,2026-04-07
Ahri,ahri,Diana,diana,mid,16.07,plat_plus,49.31,3553,3553,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=diana,2026-04-07
Ahri,ahri,Vex,vex,mid,16.07,plat_plus,50.33,3451,3451,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=vex,2026-04-07
Ahri,ahri,Galio,galio,mid,16.07,plat_plus,54.48,3159,3159,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=galio,2026-04-07
Ahri,ahri,Anivia,anivia,mid,16.07,plat_plus,49.34,3097,3097,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=anivia,2026-04-07
Ahri,ahri,Ryze,ryze,mid,16.07,plat_plus,52.94,3064,3064,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=ryze,2026-04-07
Ahri,ahri,Hwei,hwei,mid,16.07,plat_plus,49.8,3022,3022,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=hwei,2026-04-07
Ahri,ahri,Ekko,ekko,mid,16.07,plat_plus,50.74,2619,2619,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=ekko,2026-04-07
Ahri,ahri,Vladimir,vladimir,mid,16.07,plat_plus,52.52,2618,2618,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=vladimir,2026-04-07
Ahri,ahri,Annie,annie,mid,16.07,plat_plus,49.77,2586,2586,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=annie,2026-04-07
Ahri,ahri,Akshan,akshan,mid,16.07,plat_plus,48.02,2499,2499,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=akshan,2026-04-07
Ahri,ahri,Aurelion Sol,aurelionsol,mid,16.07,plat_plus,51.22,2464,2464,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=aurelionsol,2026-04-07
Ahri,ahri,Talon,talon,mid,16.07,plat_plus,52.18,2250,2250,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=talon,2026-04-07
Ahri,ahri,Irelia,irelia,mid,16.07,plat_plus,50.84,2191,2191,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=irelia,2026-04-07
Ahri,ahri,Azir,azir,mid,16.07,plat_plus,54.24,2144,2144,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=azir,2026-04-07
Ahri,ahri,Kassadin,kassadin,mid,16.07,plat_plus,49.91,2142,2142,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=kassadin,2026-04-07
Ahri,ahri,Naafiri,naafiri,mid,16.07,plat_plus,50.2,1952,1952,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=naafiri,2026-04-07
Ahri,ahri,Qiyana,qiyana,mid,16.07,plat_plus,49.53,1825,1825,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=qiyana,2026-04-07
Ahri,ahri,Taliyah,taliyah,mid,16.07,plat_plus,52.3,1394,1394,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=taliyah,2026-04-07
Ahri,ahri,Swain,swain,mid,16.07,plat_plus,48.23,1213,1213,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=swain,2026-04-07
Ahri,ahri,Brand,brand,mid,16.07,plat_plus,50.38,1183,1183,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=brand,2026-04-07
Ahri,ahri,Cassiopeia,cassiopeia,mid,16.07,plat_plus,50.89,1179,1179,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=cassiopeia,2026-04-07
Ahri,ahri,Vel'Koz,velkoz,mid,16.07,plat_plus,50.22,1115,1115,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=velkoz,2026-04-07
Ahri,ahri,Sion,sion,mid,16.07,plat_plus,53.73,830,830,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=sion,2026-04-07
Ahri,ahri,Ziggs,ziggs,mid,16.07,plat_plus,50.84,775,775,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=ziggs,2026-04-07
Ahri,ahri,Smolder,smolder,mid,16.07,plat_plus,53.57,687,687,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=smolder,2026-04-07
Ahri,ahri,Jayce,jayce,mid,16.07,plat_plus,50.0,604,604,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=jayce,2026-04-07
Ahri,ahri,Morgana,morgana,mid,16.07,plat_plus,52.84,598,598,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=morgana,2026-04-07
Ahri,ahri,Pantheon,pantheon,mid,16.07,plat_plus,53.72,538,538,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=pantheon,2026-04-07
Ahri,ahri,Nasus,nasus,mid,16.07,plat_plus,50.86,525,525,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=nasus,2026-04-07
Ahri,ahri,Malphite,malphite,mid,16.07,plat_plus,50.68,515,515,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=malphite,2026-04-07
