champion_name,champion_name_normalized,lane,patch,elo,winrate,pickrate,banrate,total_games,source_url,extraction_date
Akali,akali,mid,16.05,plat_plus,50.12,6.79,21.29,187422,https://op.gg/lol/champions/akali/build/mid?region=global&tier=platinum_plus,2026-03-13
Vex,vex,mid,16.05,plat_plus,52.11,3.11,3.76,85605,https://op.gg/lol/champions/vex/build/mid?region=global&tier=platinum_plus,2026-03-13
Aurelion Sol,aurelionsol,mid,16.05,plat_plus,52.01,3.16,1.17,87323,https://op.gg/lol/champions/aurelionsol/build/mid?region=global&tier=platinum_plus,2026-03-13
Twisted Fate,twistedfate,mid,16.05,plat_plus,51.12,4.78,1.0,131357,https://op.gg/lol/champions/twistedfate/build/mid?region=global&tier=platinum_plus,2026-03-13
Mel,mel,mid,16.05,plat_plus,49.39,6.33,27.47,174321,https://op.gg/lol/champions/mel/build/mid?region=global&tier=platinum_plus,2026-03-13
Naafiri,naafiri,mid,16.05,plat_plus,51.48,2.64,14.61,72928,https://op.gg/lol/champions/naafiri/build/mid?region=global&tier=platinum_plus,2026-03-13
Annie,annie,mid,16.05,plat_plus,51.86,2.25,0.58,61784,https://op.gg/lol/champions/annie/build/mid?region=global&tier=platinum_plus,2026-03-13
Sylas,sylas,mid,16.05,plat_plus,49.03,6.63,11.15,182786,https://op.gg/lol/champions/sylas/build/mid?region=global&tier=platinum_plus,2026-03-13
Zoe,zoe,mid,16.05,plat_plus,50.74,3.2,4.83,88119,https://op.gg/lol/champions/zoe/build/mid?region=global&tier=platinum_plus,2026-03-13
Syndra,syndra,mid,16.05,plat_plus,49.9,4.66,3.39,128605,https://op.gg/lol/champions/syndra/build/mid?region=global&tier=platinum_plus,2026-03-13
Hwei,hwei,mid,16.05,plat_plus,50.65,3.2,1.56,88372,https://op.gg/lol/champions/hwei/build/mid?region=global&tier=platinum_plus,2026-03-13
LeBlanc,leblanc,mid,16.05,plat_plus,49.85,4.21,14.9,115725,https://op.gg/lol/champions/leblanc/build/mid?region=global&tier=platinum_plus,2026-03-13
Yone,yone,mid,16.05,plat_plus,49.01,6.13,5.41,168913,https://op.gg/lol/champions/yone/build/mid?region=global&tier=platinum_plus,2026-03-13
Ekko,ekko,mid,16.05,plat_plus,50.4,3.17,4.41,87865,https://op.gg/lol/champions/ekko/build/mid?region=global&tier=platinum_plus,2026-03-13
Lissandra,lissandra,mid,16.05,plat_plus,50.59,3.0,1.44,82935,https://op.gg/lol/champions/lissandra/build/mid?region=global&tier=platinum_plus,2026-03-13
Irelia,irelia,mid,16.05,plat_plus,50.43,2.77,13.47,76430,https://op.gg/lol/champions/irelia/build/mid?region=global&tier=platinum_plus,2026-03-13
Akshan,akshan,mid,16.05,plat_plus,50.86,2.53,2.6,70000,https://op.gg/lol/champions/akshan/build/mid?region=global&tier=platinum_plus,2026-03-13
Sion,sion,mid,16.05,plat_plus,53.0,0.87,1.15,23987,https://op.gg/lol/champions/sion/build/mid?region=global&tier=platinum_plus,2026-03-13
Brand,brand,mid,16.05,plat_plus,52.33,1.13,3.56,31238,https://op.gg/lol/champions/brand/build/mid?region=global&tier=platinum_plus,2026-03-13
Vladimir,vladimir,mid,16.05,plat_plus,50.22,2.77,4.11,76629,https://op.gg/lol/champions/vladimir/build/mid?region=global&tier=platinum_plus,2026-03-13
Malphite,malphite,mid,16.05,plat_plus,51.75,0.97,24.27,26763,https://op.gg/lol/champions/malphite/build/mid?region=global&tier=platinum_plus,2026-03-13
Kassadin,kassadin,mid,16.05,plat_plus,50.08,2.91,4.14,80006,https://op.gg/lol/champions/kassadin/build/mid?region=global&tier=platinum_plus,2026-03-13
Talon,talon,mid,16.05,plat_plus,51.0,1.83,4.1,50120,https://op.gg/lol/champions/talon/build/mid?region=global&tier=platinum_plus,2026-03-13
Swain,swain,mid,16.05,plat_plus,52.16,0.94,5.43,25998,https://op.gg/lol/champions/swain/build/mid?region=global&tier=platinum_plus,2026-03-13
Galio,galio,mid,16.05,plat_plus,49.32,3.8,1.63,104508,https://op.gg/lol/champions/galio/build/mid?region=global&tier=platinum_plus,2026-03-13
Vel'Koz,velkoz,mid,16.05,plat_plus,51.71,1.18,1.47,32604,https://op.gg/lol/champions/velkoz/build/mid?region=global&tier=platinum_plus,2026-03-13
Pantheon,pantheon,mid,16.05,plat_plus,52.38,0.84,1.69,23298,https://op.gg/lol/champions/pantheon/build/mid?region=global&tier=platinum_plus,2026-03-13
Aurora,aurora,mid,16.05,plat_plus,49.48,3.32,2.14,91085,https://op.gg/lol/champions/aurora/build/mid?region=global&tier=platinum_plus,2026-03-13
Nasus,nasus,mid,16.05,plat_plus,52.73,0.55,5.5,15228,https://op.gg/lol/champions/nasus/build/mid?region=global&tier=platinum_plus,2026-03-13
Qiyana,qiyana,mid,16.05,plat_plus,49.65,2.02,2.34,55726,https://op.gg/lol/champions/qiyana/build/mid?region=global&tier=platinum_plus,2026-03-13
Morgana,morgana,mid,16.05,plat_plus,51.81,0.56,19.5,15417,https://op.gg/lol/champions/morgana/build/mid?region=global&tier=platinum_plus,2026-03-13
Kayle,kayle,mid,16.05,plat_plus,52.02,0.58,4.89,16067,https://op.gg/lol/champions/kayle/build/mid?region=global&tier=platinum_plus,2026-03-13
Cho'Gath,chogath,mid,16.05,plat_plus,51.34,0.65,0.83,17892,https://op.gg/lol/champions/chogath/build/mid?region=global&tier=platinum_plus,2026-03-13
Orianna,orianna,mid,16.05,plat_plus,47.45,4.05,0.9,111205,https://op.gg/lol/champions/orianna/build/mid?region=global&tier=platinum_plus,2026-03-13
Ziggs,ziggs,mid,16.05,plat_plus,50.4,0.9,0.57,24796,https://op.gg/lol/champions/ziggs/build/mid?region=global&tier=platinum_plus,2026-03-13
Ryze,ryze,mid,16.05,plat_plus,47.31,3.69,1.26,101495,https://op.gg/lol/champions/ryze/build/mid?region=global&tier=platinum_plus,2026-03-13
Cassiopeia,cassiopeia,mid,16.05,plat_plus,49.32,1.07,1.06,29442,https://op.gg/lol/champions/cassiopeia/build/mid?region=global&tier=platinum_plus,2026-03-13
Jayce,jayce,mid,16.05,plat_plus,50.28,0.58,3.7,16006,https://op.gg/lol/champions/jayce/build/mid?region=global&tier=platinum_plus,2026-03-13
Kog'Maw,kogmaw,mid,16.05,plat_plus,50.4,0.52,0.6,14369,https://op.gg/lol/champions/kogmaw/build/mid?region=global&tier=platinum_plus,2026-03-13
Taliyah,taliyah,mid,16.05,plat_plus,47.73,1.58,0.4,43621,https://op.gg/lol/champions/taliyah/build/mid?region=global&tier=platinum_plus,2026-03-13
Smolder,smolder,mid,16.05,plat_plus,46.78,1.21,6.48,33330,https://op.gg/lol/champions/smolder/build/mid?region=global&tier=platinum_plus,2026-03-13
Azir,azir,mid,16.05,plat_plus,43.67,1.71,0.33,47074,https://op.gg/lol/champions/azir/build/mid?region=global&tier=platinum_plus,2026-03-13
