"champion_i","champion_i_normalized","champion_j","champion_j_normalized","lane","patch","elo","matchup_winrate_i_vs_j","matchup_games","source_url","extraction_date","champion_i_total_games","matchup_share_percent","low_matchup_sample","low_champion_sample"
"Zoe","zoe","Taliyah","taliyah","mid",16.05,"plat_plus",55.79,622,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=taliyah",2026-03-13,88119,0.705863661639374,0,0
"Zoe","zoe","Azir","azir","mid",16.05,"plat_plus",58.89,613,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=azir",2026-03-13,88119,0.695650200297325,0,0
"Zoe","zoe","Vel'Koz","velkoz","mid",16.05,"plat_plus",55.13,468,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=velkoz",2026-03-13,88119,0.531099989786539,0,0
"Zoe","zoe","Morgana","morgana","mid",16.05,"plat_plus",47.89,380,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=morgana",2026-03-13,88119,0.431235034442061,0,0
"Zoe","zoe","Brand","brand","mid",16.05,"plat_plus",48.49,365,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=brand",2026-03-13,88119,0.41421259887198,0,0
"Zoe","zoe","Ziggs","ziggs","mid",16.05,"plat_plus",52.35,340,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ziggs",2026-03-13,88119,0.385841872921844,0,0
"Zoe","zoe","Cassiopeia","cassiopeia","mid",16.05,"plat_plus",51.06,331,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=cassiopeia",2026-03-13,88119,0.375628411579795,0,0
"Zoe","zoe","Sion","sion","mid",16.05,"plat_plus",49.18,305,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=sion",2026-03-13,88119,0.346122856591654,0,0
"Zoe","zoe","Swain","swain","mid",16.05,"plat_plus",48.18,303,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=swain",2026-03-13,88119,0.343853198515644,0,0
"Zoe","zoe","Smolder","smolder","mid",16.05,"plat_plus",52.65,283,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=smolder",2026-03-13,88119,0.321156617755535,0,0
"Zoe","zoe","Jayce","jayce","mid",16.05,"plat_plus",51.87,268,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=jayce",2026-03-13,88119,0.304134182185454,0,0
"Zoe","zoe","Kog'Maw","kogmaw","mid",16.05,"plat_plus",49.79,241,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kogmaw",2026-03-13,88119,0.273493798159307,0,0
"Zoe","zoe","Kayle","kayle","mid",16.05,"plat_plus",47.75,222,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kayle",2026-03-13,88119,0.251932046437204,0,0
"Zoe","zoe","Pantheon","pantheon","mid",16.05,"plat_plus",50.23,215,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=pantheon",2026-03-13,88119,0.243988243171166,0,0
"Zoe","zoe","Malphite","malphite","mid",16.05,"plat_plus",53.23,201,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=malphite",2026-03-13,88119,0.22810063663909,0,0
"Zoe","zoe","Cho'Gath","chogath","mid",16.05,"plat_plus",56,175,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=chogath",2026-03-13,88119,0.198595081650949,0,0
"Zoe","zoe","Nasus","nasus","mid",16.05,"plat_plus",51.57,159,"https://op.gg/lol/champions/zoe/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=nasus",2026-03-13,88119,0.180437817042862,0,0
"Syndra","syndra","Ahri","ahri","mid",16.05,"plat_plus",47.93,9739,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ahri",2026-03-13,128605,7.57280043544186,0,0
"Syndra","syndra","Viktor","viktor","mid",16.05,"plat_plus",49.83,5047,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=viktor",2026-03-13,128605,3.92441973484701,0,0
"Syndra","syndra","Xerath","xerath","mid",16.05,"plat_plus",44.4,4252,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=xerath",2026-03-13,128605,3.30624781307103,0,0
"Syndra","syndra","Yasuo","yasuo","mid",16.05,"plat_plus",51.49,4063,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=yasuo",2026-03-13,128605,3.15928618638467,0,0
"Syndra","syndra","Malzahar","malzahar","mid",16.05,"plat_plus",48.8,3945,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=malzahar",2026-03-13,128605,3.06753236654873,0,0
"Syndra","syndra","Mel","mel","mid",16.05,"plat_plus",54.49,3944,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=mel",2026-03-13,128605,3.06675479180436,0,0
"Syndra","syndra","Katarina","katarina","mid",16.05,"plat_plus",44.03,3577,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=katarina",2026-03-13,128605,2.78138486061973,0,0
"Syndra","syndra","Fizz","fizz","mid",16.05,"plat_plus",44.96,3354,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=fizz",2026-03-13,128605,2.6079856926247,0,0
"Syndra","syndra","Zed","zed","mid",16.05,"plat_plus",48.08,3126,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=zed",2026-03-13,128605,2.43069865090782,0,0
"Syndra","syndra","Veigar","veigar","mid",16.05,"plat_plus",49.77,3032,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=veigar",2026-03-13,128605,2.35760662493682,0,0
"Syndra","syndra","Orianna","orianna","mid",16.05,"plat_plus",52.85,3020,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=orianna",2026-03-13,128605,2.34827572800435,0,0
"Syndra","syndra","Sylas","sylas","mid",16.05,"plat_plus",50.34,2906,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=sylas",2026-03-13,128605,2.25963220714591,0,0
"Syndra","syndra","Akali","akali","mid",16.05,"plat_plus",49.83,2858,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=akali",2026-03-13,128605,2.22230861941604,0,0
"Syndra","syndra","Lux","lux","mid",16.05,"plat_plus",47.81,2857,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=lux",2026-03-13,128605,2.22153104467167,0,0
"Syndra","syndra","Yone","yone","mid",16.05,"plat_plus",53.1,2776,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=yone",2026-03-13,128605,2.15854749037751,0,0
"Syndra","syndra","Twisted Fate","twistedfate","mid",16.05,"plat_plus",49.12,2502,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=twistedfate",2026-03-13,128605,1.9454920104195,0,0
"Syndra","syndra","Ryze","ryze","mid",16.05,"plat_plus",54.6,2240,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ryze",2026-03-13,128605,1.74176742739396,0,0
"Syndra","syndra","LeBlanc","leblanc","mid",16.05,"plat_plus",47.53,2203,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=leblanc",2026-03-13,128605,1.71299716185218,0,0
"Syndra","syndra","Aurora","aurora","mid",16.05,"plat_plus",51.18,2196,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=aurora",2026-03-13,128605,1.70755413864158,0,0
"Syndra","syndra","Hwei","hwei","mid",16.05,"plat_plus",50.84,2132,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=hwei",2026-03-13,128605,1.65778935500175,0,0
"Syndra","syndra","Zoe","zoe","mid",16.05,"plat_plus",46.62,2025,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=zoe",2026-03-13,128605,1.57458885735391,0,0
"Syndra","syndra","Galio","galio","mid",16.05,"plat_plus",51.41,1951,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=galio",2026-03-13,128605,1.51704832627036,0,0
"Syndra","syndra","Anivia","anivia","mid",16.05,"plat_plus",47.5,1941,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=anivia",2026-03-13,128605,1.50927257882664,0,0
"Syndra","syndra","Diana","diana","mid",16.05,"plat_plus",48.07,1922,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=diana",2026-03-13,128605,1.49449865868357,0,0
"Syndra","syndra","Aurelion Sol","aurelionsol","mid",16.05,"plat_plus",45.73,1887,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=aurelionsol",2026-03-13,128605,1.46728354263054,0,0
"Syndra","syndra","Ekko","ekko","mid",16.05,"plat_plus",46.86,1801,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ekko",2026-03-13,128605,1.40041211461452,0,0
"Syndra","syndra","Vex","vex","mid",16.05,"plat_plus",50.49,1640,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=vex",2026-03-13,128605,1.27522258077058,0,0
"Syndra","syndra","Kassadin","kassadin","mid",16.05,"plat_plus",48.64,1614,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kassadin",2026-03-13,128605,1.2550056374169,0,0
"Syndra","syndra","Akshan","akshan","mid",16.05,"plat_plus",48.86,1584,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=akshan",2026-03-13,128605,1.23167839508573,0,0
"Syndra","syndra","Lissandra","lissandra","mid",16.05,"plat_plus",51.91,1543,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=lissandra",2026-03-13,128605,1.19979783056646,0,0
"Syndra","syndra","Annie","annie","mid",16.05,"plat_plus",50.18,1395,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=annie",2026-03-13,128605,1.08471676839936,0,0
"Syndra","syndra","Naafiri","naafiri","mid",16.05,"plat_plus",48.95,1387,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=naafiri",2026-03-13,128605,1.07849617044438,0,0
"Syndra","syndra","Vladimir","vladimir","mid",16.05,"plat_plus",53.72,1344,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=vladimir",2026-03-13,128605,1.04506045643637,0,0
"Syndra","syndra","Irelia","irelia","mid",16.05,"plat_plus",46.36,1320,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=irelia",2026-03-13,128605,1.02639866257144,0,0
"Syndra","syndra","Qiyana","qiyana","mid",16.05,"plat_plus",47.76,982,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=qiyana",2026-03-13,128605,0.763578398973601,0,0
"Syndra","syndra","Taliyah","taliyah","mid",16.05,"plat_plus",52.11,971,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=taliyah",2026-03-13,128605,0.755025076785506,0,0
"Syndra","syndra","Azir","azir","mid",16.05,"plat_plus",56.29,954,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=azir",2026-03-13,128605,0.741806306131177,0,0
"Syndra","syndra","Talon","talon","mid",16.05,"plat_plus",46.64,862,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=talon",2026-03-13,128605,0.670269429648925,0,0
"Syndra","syndra","Vel'Koz","velkoz","mid",16.05,"plat_plus",52.81,835,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=velkoz",2026-03-13,128605,0.649274911550873,0,0
"Syndra","syndra","Cassiopeia","cassiopeia","mid",16.05,"plat_plus",51.15,784,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=cassiopeia",2026-03-13,128605,0.609618599587885,0,0
"Syndra","syndra","Ziggs","ziggs","mid",16.05,"plat_plus",52.44,614,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ziggs",2026-03-13,128605,0.477430893044594,0,0
"Syndra","syndra","Brand","brand","mid",16.05,"plat_plus",47.25,601,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=brand",2026-03-13,128605,0.467322421367754,0,0
"Syndra","syndra","Smolder","smolder","mid",16.05,"plat_plus",62.21,553,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=smolder",2026-03-13,128605,0.429998833637883,0,0
"Syndra","syndra","Swain","swain","mid",16.05,"plat_plus",51.63,461,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=swain",2026-03-13,128605,0.358461957155632,0,0
"Syndra","syndra","Sion","sion","mid",16.05,"plat_plus",47.24,434,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=sion",2026-03-13,128605,0.337467439057579,0,0
"Syndra","syndra","Kog'Maw","kogmaw","mid",16.05,"plat_plus",46.3,419,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kogmaw",2026-03-13,128605,0.325803817891995,0,0
"Syndra","syndra","Kayle","kayle","mid",16.05,"plat_plus",49.37,399,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kayle",2026-03-13,128605,0.310252323004549,0,0
"Syndra","syndra","Cho'Gath","chogath","mid",16.05,"plat_plus",46.73,336,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=chogath",2026-03-13,128605,0.261265114109094,0,0
"Syndra","syndra","Pantheon","pantheon","mid",16.05,"plat_plus",50.79,317,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=pantheon",2026-03-13,128605,0.24649119396602,0,0
"Syndra","syndra","Malphite","malphite","mid",16.05,"plat_plus",47.25,309,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=malphite",2026-03-13,128605,0.240270596011042,0,0
"Syndra","syndra","Morgana","morgana","mid",16.05,"plat_plus",48.18,303,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=morgana",2026-03-13,128605,0.235605147544808,0,0
"Syndra","syndra","Jayce","jayce","mid",16.05,"plat_plus",51.86,295,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=jayce",2026-03-13,128605,0.229384549589829,0,0
"Syndra","syndra","Nasus","nasus","mid",16.05,"plat_plus",45.56,259,"https://op.gg/lol/champions/syndra/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=nasus",2026-03-13,128605,0.201391858792426,0,0
"Hwei","hwei","Ahri","ahri","mid",16.05,"plat_plus",47.16,5712,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ahri",2026-03-13,88372,6.4635857511429,0,0
"Hwei","hwei","Viktor","viktor","mid",16.05,"plat_plus",49.53,3513,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=viktor",2026-03-13,88372,3.9752410265695,0,0
"Hwei","hwei","Malzahar","malzahar","mid",16.05,"plat_plus",51.98,2999,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=malzahar",2026-03-13,88372,3.39360883537772,0,0
"Hwei","hwei","Xerath","xerath","mid",16.05,"plat_plus",47.3,2958,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=xerath",2026-03-13,88372,3.347214049699,0,0
"Hwei","hwei","Yasuo","yasuo","mid",16.05,"plat_plus",49.33,2897,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=yasuo",2026-03-13,88372,3.27818766125017,0,0
"Hwei","hwei","Mel","mel","mid",16.05,"plat_plus",51.44,2543,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=mel",2026-03-13,88372,2.87760829221925,0,0
"Hwei","hwei","Zed","zed","mid",16.05,"plat_plus",48.37,2305,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=zed",2026-03-13,88372,2.60829221925497,0,0
"Hwei","hwei","Katarina","katarina","mid",16.05,"plat_plus",47.87,2281,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=katarina",2026-03-13,88372,2.58113429593084,0,0
"Hwei","hwei","Akali","akali","mid",16.05,"plat_plus",51.85,2276,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=akali",2026-03-13,88372,2.57547639523831,0,0
"Hwei","hwei","Sylas","sylas","mid",16.05,"plat_plus",54.8,2248,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=sylas",2026-03-13,88372,2.54379215136016,0,0
"Hwei","hwei","Syndra","syndra","mid",16.05,"plat_plus",49.16,2132,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=syndra",2026-03-13,88372,2.41252885529353,0,0
"Hwei","hwei","Veigar","veigar","mid",16.05,"plat_plus",48.26,2037,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=veigar",2026-03-13,88372,2.30502874213552,0,0
"Hwei","hwei","Twisted Fate","twistedfate","mid",16.05,"plat_plus",51.05,1996,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=twistedfate",2026-03-13,88372,2.2586339564568,0,0
"Hwei","hwei","Yone","yone","mid",16.05,"plat_plus",49.95,1976,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=yone",2026-03-13,88372,2.23600235368669,0,0
"Hwei","hwei","Lux","lux","mid",16.05,"plat_plus",48.26,1923,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=lux",2026-03-13,88372,2.1760286063459,0,0
"Hwei","hwei","Orianna","orianna","mid",16.05,"plat_plus",51.96,1763,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=orianna",2026-03-13,88372,1.99497578418504,0,0
"Hwei","hwei","Fizz","fizz","mid",16.05,"plat_plus",47.19,1653,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=fizz",2026-03-13,88372,1.87050196894944,0,0
"Hwei","hwei","Ryze","ryze","mid",16.05,"plat_plus",54.95,1525,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ryze",2026-03-13,88372,1.72565971122075,0,0
"Hwei","hwei","Diana","diana","mid",16.05,"plat_plus",47.37,1520,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=diana",2026-03-13,88372,1.72000181052822,0,0
"Hwei","hwei","Anivia","anivia","mid",16.05,"plat_plus",49.12,1472,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=anivia",2026-03-13,88372,1.66568596387996,0,0
"Hwei","hwei","Galio","galio","mid",16.05,"plat_plus",57.49,1456,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=galio",2026-03-13,88372,1.64758068166388,0,0
"Hwei","hwei","Aurora","aurora","mid",16.05,"plat_plus",50.22,1374,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=aurora",2026-03-13,88372,1.55479111030643,0,0
"Hwei","hwei","LeBlanc","leblanc","mid",16.05,"plat_plus",50.41,1349,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=leblanc",2026-03-13,88372,1.5265016068438,0,0
"Hwei","hwei","Aurelion Sol","aurelionsol","mid",16.05,"plat_plus",49.44,1335,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=aurelionsol",2026-03-13,88372,1.51065948490472,0,0
"Hwei","hwei","Zoe","zoe","mid",16.05,"plat_plus",47.25,1253,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=zoe",2026-03-13,88372,1.41786991354728,0,0
"Hwei","hwei","Ekko","ekko","mid",16.05,"plat_plus",48.43,1210,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ekko",2026-03-13,88372,1.36921196759154,0,0
"Hwei","hwei","Vex","vex","mid",16.05,"plat_plus",51.52,1089,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=vex",2026-03-13,88372,1.23229077083239,0,0
"Hwei","hwei","Vladimir","vladimir","mid",16.05,"plat_plus",53.06,1029,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=vladimir",2026-03-13,88372,1.16439596252207,0,0
"Hwei","hwei","Lissandra","lissandra","mid",16.05,"plat_plus",51.65,1028,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=lissandra",2026-03-13,88372,1.16326438238356,0,0
"Hwei","hwei","Kassadin","kassadin","mid",16.05,"plat_plus",48.69,994,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=kassadin",2026-03-13,88372,1.12479065767438,0,0
"Hwei","hwei","Akshan","akshan","mid",16.05,"plat_plus",48.57,980,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=akshan",2026-03-13,88372,1.1089485357353,0,0
"Hwei","hwei","Naafiri","naafiri","mid",16.05,"plat_plus",50.1,966,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=naafiri",2026-03-13,88372,1.09310641379622,0,0
"Hwei","hwei","Irelia","irelia","mid",16.05,"plat_plus",51.35,925,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=irelia",2026-03-13,88372,1.0467116281175,0,0
"Hwei","hwei","Annie","annie","mid",16.05,"plat_plus",48.22,871,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=annie",2026-03-13,88372,0.985606300638211,0,0
"Hwei","hwei","Qiyana","qiyana","mid",16.05,"plat_plus",50.26,762,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=qiyana",2026-03-13,88372,0.862264065541122,0,0
"Hwei","hwei","Talon","talon","mid",16.05,"plat_plus",51.83,710,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=talon",2026-03-13,88372,0.80342189833884,0,0
"Hwei","hwei","Taliyah","taliyah","mid",16.05,"plat_plus",56.53,704,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=taliyah",2026-03-13,88372,0.796632417507808,0,0
"Hwei","hwei","Azir","azir","mid",16.05,"plat_plus",54.31,696,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=azir",2026-03-13,88372,0.787579776399765,0,0
"Hwei","hwei","Vel'Koz","velkoz","mid",16.05,"plat_plus",45.63,469,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=velkoz",2026-03-13,88372,0.530711084959037,0,0
"Hwei","hwei","Swain","swain","mid",16.05,"plat_plus",51.56,417,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=swain",2026-03-13,88372,0.471868917756755,0,0
"Hwei","hwei","Brand","brand","mid",16.05,"plat_plus",49.38,405,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=brand",2026-03-13,88372,0.458289956094691,0,0
"Hwei","hwei","Ziggs","ziggs","mid",16.05,"plat_plus",47.96,392,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=ziggs",2026-03-13,88372,0.44357941429412,0,0
"Hwei","hwei","Cassiopeia","cassiopeia","mid",16.05,"plat_plus",52.06,388,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=cassiopeia",2026-03-13,88372,0.439053093740099,0,0
"Hwei","hwei","Sion","sion","mid",16.05,"plat_plus",51.78,338,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=sion",2026-03-13,88372,0.382474086814828,0,0
"Hwei","hwei","Smolder","smolder","mid",16.05,"plat_plus",50.64,312,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=smolder",2026-03-13,88372,0.353053003213688,0,0
"Hwei","hwei","Nasus","nasus","mid",16.05,"plat_plus",49.02,255,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=nasus",2026-03-13,88372,0.288552935318879,0,0
"Hwei","hwei","Cho'Gath","chogath","mid",16.05,"plat_plus",55.12,254,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=chogath",2026-03-13,88372,0.287421355180374,0,0
"Hwei","hwei","Malphite","malphite","mid",16.05,"plat_plus",55.51,236,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=malphite",2026-03-13,88372,0.267052912687276,0,0
"Hwei","hwei","Jayce","jayce","mid",16.05,"plat_plus",51.93,233,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=jayce",2026-03-13,88372,0.26365817227176,0,0
"Hwei","hwei","Pantheon","pantheon","mid",16.05,"plat_plus",48.25,228,"https://op.gg/lol/champions/hwei/counters/mid?region=global&tier=platinum_plus&type=ranked&target_champion=pantheon",2026-03-13,88372,0.258000271579233,0,0
